,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
410,Patric,es ESP,DF,Lazio,28,1993,18.3,1,6,2,33.3,0.33,0.11,0.17,0.50,9.2,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches,f7223718
411,Rui Patrício,pt POR,GK,Roma,33,1988,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,79b0d6a0
412,Leonardo Pavoletti,it ITA,FW,Cagliari,32,1988,16.9,5,36,11,30.6,2.13,0.65,0.14,0.45,10.6,0,0,0,6.2,6.2,0.17,-1.2,-1.2,Matches,d37b0350
413,Pedro,es ESP,FW,Lazio,34,1987,22.6,9,36,20,55.6,1.59,0.89,0.25,0.45,17.1,0,0,0,5.2,5.2,0.15,+3.8,+3.8,Matches,3ca7254a
414,João Pedro,it ITA,FW,Cagliari,29,1992,36.9,13,87,34,39.1,2.36,0.92,0.11,0.29,15.4,2,3,4,13.4,10.4,0.12,-0.4,-0.4,Matches,81255c03
415,Gianluca Pegolo,it ITA,GK,Sassuolo,40,1981,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f058ed1f
416,Pietro Pellegri,it ITA,FW,Torino,20,2001,2.4,1,5,2,40.0,2.08,0.83,0.20,0.50,15.7,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches,a44d3a3c
417,Pietro Pellegri,it ITA,FW,Milan,20,2001,1.5,0,3,1,33.3,2.06,0.69,0.00,0.00,16.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,a44d3a3c
418,Lorenzo Pellegrini,it ITA,MF,Roma,25,1996,25.4,9,89,28,31.5,3.50,1.10,0.08,0.25,19.8,11,2,3,10.1,7.6,0.09,-1.1,-0.6,Matches,4a5a45c7
419,Luca Pellegrini,it ITA,DF,Juventus,22,1999,12.3,0,6,1,16.7,0.49,0.08,0.00,0.00,22.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,3b61c9ec
420,Federico Peluso,it ITA,DF,Sassuolo,37,1984,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4f2908e5
421,Gastón Pereiro,uy URU,FWMF,Cagliari,26,1995,10.8,4,21,9,42.9,1.94,0.83,0.19,0.44,21.6,0,0,0,1.7,1.7,0.08,+2.3,+2.3,Matches,7ec7738e
422,Dor Peretz,il ISR,MF,Venezia,26,1995,6.5,0,5,0,0.0,0.77,0.00,0.00,,18.3,0,0,0,1.0,1.0,0.19,-1.0,-1.0,Matches,e2a302a8
423,Roberto Pereyra,ar ARG,MFFW,Udinese,30,1991,19.9,3,28,6,21.4,1.40,0.30,0.07,0.33,17.2,1,1,2,5.4,3.8,0.14,-2.4,-1.8,Matches,75f2c59f
424,Carles Pérez,es ESP,MFFW,Roma,23,1998,6.2,1,27,8,29.6,4.39,1.30,0.04,0.13,21.8,1,0,0,1.9,1.9,0.07,-0.9,-0.9,Matches,a8f21b9f
425,Nehuén Pérez,ar ARG,DF,Udinese,21,2000,18.8,0,10,1,10.0,0.53,0.05,0.00,0.00,10.5,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches,f7c491f1
426,Mattia Perin,it ITA,GK,Juventus,28,1992,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4c62d0c8
427,Ivan Perišić,hr CRO,DF,Inter,32,1989,31.3,8,43,16,37.2,1.37,0.51,0.16,0.44,15.7,0,1,1,5.1,4.3,0.10,+2.9,+2.7,Matches,6fe90922
428,Diego Perotti,ar ARG,MFFW,Salernitana,33,1988,3.2,0,9,2,22.2,2.82,0.63,0.00,0.00,17.7,1,0,1,1.6,0.8,0.09,-1.6,-0.8,Matches,a40d5a0c
429,Mario Perrone,it ITA,DF,Salernitana,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6cd33e2a
430,Matteo Pessina,it ITA,MFFW,Atalanta,24,1997,16.0,1,28,9,32.1,1.75,0.56,0.04,0.11,16.3,0,0,0,2.5,2.5,0.09,-1.5,-1.5,Matches,780e3631
431,Andrea Petagna,it ITA,FW,Napoli,26,1995,6.5,3,13,6,46.2,2.00,0.92,0.23,0.50,13.7,0,0,0,1.9,1.9,0.15,+1.1,+1.1,Matches,03f946ed
432,Giuseppe Pezzella,it ITA,DFMF,Atalanta,23,1997,11.9,0,9,1,11.1,0.76,0.08,0.00,0.00,16.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,149c5f5d
433,Krzysztof Piątek,pl POL,FW,Fiorentina,26,1995,8.1,3,22,7,31.8,2.70,0.86,0.14,0.43,13.8,0,0,1,3.8,3.0,0.14,-0.8,0.0,Matches,17f3620a
434,Roberto Piccoli,it ITA,FW,Genoa,20,2001,2.4,0,2,0,0.0,0.83,0.00,0.00,,6.6,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,1cadaf34
435,Roberto Piccoli,it ITA,FW,Atalanta,20,2001,2.2,1,5,3,60.0,2.30,1.38,0.20,0.33,12.3,0,0,0,0.9,0.9,0.17,+0.1,+0.1,Matches,1cadaf34
436,Andrea Pinamonti,it ITA,FW,Empoli,22,1999,31.9,13,86,23,26.7,2.70,0.72,0.10,0.39,15.7,1,4,4,12.2,9.4,0.11,+0.8,-0.4,Matches,08aa9cd1
437,Carlo Pinsoglio,it ITA,GK,Juventus,31,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f6a06749
438,Riccardo Pinzi,it ITA,FW,Udinese,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5dafcdce
439,Marko Pjaca,hr CRO,MF,Torino,26,1995,12.8,3,21,11,52.4,1.64,0.86,0.14,0.27,17.1,0,0,0,2.1,2.1,0.10,+0.9,+0.9,Matches,2c38b327
440,Tommaso Pobega,it ITA,MF,Torino,22,1999,24.9,4,48,8,16.7,1.93,0.32,0.08,0.50,19.5,0,0,0,3.8,3.8,0.08,+0.2,+0.2,Matches,55a1cac2
441,Suf Podgoreanu,il ISR,FW,Spezia,19,2002,1.3,0,1,0,0.0,0.80,0.00,0.00,,25.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,d697a2d0
442,Matteo Politano,it ITA,FW,Napoli,27,1993,18.3,3,42,11,26.2,2.29,0.60,0.07,0.27,19.0,1,0,0,2.6,2.6,0.06,+0.4,+0.4,Matches,5e861944
443,Manolo Portanova,it ITA,FWMF,Genoa,21,2000,14.7,1,29,12,41.4,1.97,0.82,0.03,0.08,20.9,1,0,0,3.4,3.4,0.12,-2.4,-2.4,Matches,c8c0dccd
444,Dennis Praet,be BEL,MF,Torino,27,1994,17.1,2,24,8,33.3,1.40,0.47,0.08,0.25,17.4,0,0,0,2.4,2.4,0.12,-0.4,-0.4,Matches,86695068
445,Mateusz Praszelik,pl POL,MF,Hellas Verona,20,2000,0.3,0,1,0,0.0,3.60,0.00,0.00,,24.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,ec6773f5
446,Ivan Provedel,it ITA,GK,Spezia,27,1994,30.7,0,1,1,100.0,0.03,0.03,0.00,0.00,68.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,277da414
447,Erick Pulgar,cl CHI,MF,Fiorentina,27,1994,3.8,0,3,2,66.7,0.79,0.53,0.00,0.00,26.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,4611e028
448,Ignacio Pussetto,ar ARG,FWMF,Udinese,25,1995,13.4,4,31,12,38.7,2.32,0.90,0.10,0.25,17.6,0,1,1,4.5,3.7,0.12,-0.5,-0.7,Matches,62437b4f
449,Niklas Pyyhtiä,fi FIN,MF,Bologna,17,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,88f53b75
450,Fabio Quagliarella,it ITA,FW,Sampdoria,38,1983,18.5,4,57,11,19.3,3.08,0.59,0.05,0.27,19.5,1,1,1,5.1,4.4,0.08,-1.1,-1.4,Matches,ee4f2f3b
451,Adrien Rabiot,fr FRA,MF,Juventus,26,1995,25.4,0,26,7,26.9,1.02,0.28,0.00,0.00,17.2,0,0,0,2.4,2.4,0.09,-2.4,-2.4,Matches,8794e251
452,Ivan Radovanović,rs SRB,DFMF,Salernitana,32,1988,11.7,1,18,5,27.8,1.54,0.43,0.06,0.20,23.3,1,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches,023937a9
453,Ionuț Radu,ro ROU,GK,Inter,24,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,67f649be
454,Ștefan Radu,ro ROU,DF,Lazio,34,1986,6.2,0,2,1,50.0,0.32,0.16,0.00,0.00,24.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,53de807a
455,Boris Radunović,rs SRB,GK,Cagliari,25,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0dfce079
456,Antonio Raimondo,it ITA,FW,Bologna,17,2004,0.8,0,2,1,50.0,2.43,1.22,0.00,0.00,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,ce1a6c7e
457,Aaron Ramsey,wls WAL,MF,Juventus,30,1990,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ef619b0b
458,Luca Ranieri,it ITA,DF,Salernitana,22,1999,23.4,1,9,4,44.4,0.39,0.17,0.11,0.25,16.6,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,8c63fae5
459,Andrea Ranocchia,it ITA,DF,Inter,33,1988,3.8,0,2,1,50.0,0.53,0.26,0.00,0.00,7.3,0,0,0,0.5,0.5,0.23,-0.5,-0.5,Matches,539230cf
460,Giacomo Raspadori,it ITA,MFFW,Sassuolo,21,2000,30.4,10,71,25,35.2,2.33,0.82,0.14,0.40,17.9,3,0,0,8.1,8.1,0.11,+1.9,+1.9,Matches,6e058f06
461,Nicola Ravaglia,it ITA,GK,Sampdoria,32,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d7a35008
462,Ante Rebić,hr CRO,FW,Milan,27,1993,9.9,2,30,6,20.0,3.03,0.61,0.07,0.33,16.4,0,0,0,2.9,2.9,0.10,-0.9,-0.9,Matches,536cebe5
463,Arkadiusz Reca,pl POL,DF,Spezia,26,1995,19.7,0,8,4,50.0,0.41,0.20,0.00,0.00,20.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,6213fd82
464,Pepe Reina,es ESP,GK,Lazio,38,1982,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e358587b
465,Panagiotis Retsos,gr GRE,DF,Hellas Verona,22,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4bd00a50
466,Bryan Reynolds,us USA,DF,Roma,20,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2306bf5c
467,Franck Ribéry,fr FRA,MFFW,Salernitana,38,1983,15.8,0,12,2,16.7,0.76,0.13,0.00,0.00,18.4,2,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,f61c7c4e
468,Samuele Ricci,it ITA,MF,Torino,19,2001,8.0,0,4,1,25.0,0.50,0.12,0.00,0.00,16.2,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches,9823be92
469,Samuele Ricci,it ITA,MF,Empoli,19,2001,17.0,1,8,1,12.5,0.47,0.06,0.13,1.00,27.6,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches,9823be92
470,Tomás Rincón,ve VEN,MF,Torino,33,1988,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f1cfc209
471,Tomás Rincón,ve VEN,MF,Sampdoria,33,1988,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,8.9,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,f1cfc209
472,Ricardo Rodríguez,ch SUI,DF,Torino,28,1992,27.5,0,9,0,0.0,0.33,0.00,0.00,,26.3,3,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,7f78ad23
473,Marko Rog,hr CRO,MF,Cagliari,26,1995,3.5,0,7,1,14.3,2.03,0.29,0.00,0.00,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,b6b2b820
474,Rogério,br BRA,DF,Sassuolo,23,1998,19.2,0,14,4,28.6,0.73,0.21,0.00,0.00,23.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,10e7f486
475,Alessio Romagnoli,it ITA,DF,Milan,26,1995,15.7,1,12,5,41.7,0.77,0.32,0.08,0.20,14.2,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches,3ead85f9
476,Simone Romagnoli,it ITA,DF,Empoli,31,1990,16.6,2,5,2,40.0,0.30,0.12,0.40,1.00,6.5,0,0,0,1.5,1.5,0.30,+0.5,+0.5,Matches,09899de8
477,Luka Romero,ar ARG,FW,Lazio,16,2004,0.9,0,1,1,100.0,1.07,1.07,0.00,0.00,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,ca6edaa0
478,Sergio Romero,ar ARG,GK,Venezia,34,1987,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1e26e376
479,Cristiano Ronaldo,pt POR,FW,Juventus,36,1985,0.3,0,1,0,0.0,2.90,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,dea698d9
480,Marten de Roon,nl NED,MFDF,Atalanta,30,1991,28.3,3,23,5,21.7,0.81,0.18,0.13,0.60,19.7,0,0,0,2.3,2.3,0.10,+0.7,+0.7,Matches,2a1beb34
481,Francesco Rossi,it ITA,GK,Atalanta,30,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7b5f516f
482,Nicolò Rovella,it ITA,MF,Genoa,19,2001,16.3,0,17,4,23.5,1.04,0.25,0.00,0.00,27.7,6,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,e58cbfd5
483,Amir Rrahmani,xk KVX,DF,Napoli,27,1994,32.5,4,22,9,40.9,0.68,0.28,0.18,0.44,9.4,0,0,0,4.2,4.2,0.19,-0.2,-0.2,Matches,4b3e1a38
484,Ruan,br BRA,DF,Sassuolo,22,1999,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a378a02a
485,Daniele Rugani,it ITA,DF,Juventus,27,1994,9.8,0,2,0,0.0,0.20,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,14b8fcdf
486,Matteo Ruggeri,it ITA,DF,Salernitana,19,2002,7.5,0,3,0,0.0,0.40,0.00,0.00,,10.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,ae9898c5
487,Mário Rui,pt POR,DF,Napoli,30,1991,33.2,0,32,10,31.3,0.96,0.30,0.00,0.00,20.3,5,0,0,2.1,2.1,0.07,-2.1,-2.1,Matches,0b5a292a
488,Fabián Ruiz Peña,es ESP,MF,Napoli,25,1996,26.5,7,40,13,32.5,1.51,0.49,0.18,0.54,23.7,0,0,0,2.1,2.1,0.05,+4.9,+4.9,Matches,c0c7ff58
489,Alessandro Russo,it ITA,MF,Salernitana,17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7152082d
490,Stefano Sabelli,it ITA,DF,Genoa,28,1993,3.9,0,2,1,50.0,0.52,0.26,0.00,0.00,19.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,0ccac09c
491,Abdelhamid Sabiri,ma MAR,MFFW,Sampdoria,24,1996,9.9,3,16,9,56.3,1.61,0.91,0.19,0.33,23.6,3,0,0,1.3,1.3,0.08,+1.7,+1.7,Matches,4830e0af
492,Alexis Saelemaekers,be BEL,FW,Milan,22,1999,20.7,1,39,12,30.8,1.88,0.58,0.03,0.08,20.7,0,0,0,3.6,3.6,0.09,-2.6,-2.6,Matches,ee251371
493,Jacopo Sala,it ITA,MF,Spezia,29,1991,9.8,1,4,2,50.0,0.41,0.20,0.25,0.50,30.5,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,da5a981b
494,Eddie Salcedo,it ITA,MFFW,Spezia,19,2001,4.8,0,16,4,25.0,3.36,0.84,0.00,0.00,15.2,1,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches,0489bb30
495,Lazar Samardzic,de GER,MFFW,Udinese,19,2002,5.4,2,17,6,35.3,3.12,1.10,0.12,0.33,24.0,1,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches,217c93a1
496,Luigi Samele,it ITA,FW,Sassuolo,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,548fea2f
497,Antonio Sanabria,py PAR,FW,Torino,25,1996,20.0,6,49,19,38.8,2.45,0.95,0.12,0.32,12.5,1,0,0,8.3,8.3,0.17,-2.3,-2.3,Matches,0a447501
498,Alexis Sánchez,cl CHI,FW,Inter,32,1988,9.8,5,33,13,39.4,3.37,1.33,0.15,0.38,16.0,1,0,0,5.0,5.0,0.15,0.0,0.0,Matches,2c0f8e9e
499,Alex Sandro,br BRA,DF,Juventus,30,1991,19.8,0,9,2,22.2,0.46,0.10,0.00,0.00,13.0,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches,0d82903c
500,Nicola Sansone,it ITA,FWMF,Bologna,29,1991,10.0,2,24,6,25.0,2.41,0.60,0.08,0.33,20.6,1,0,0,3.5,3.5,0.14,-1.5,-1.5,Matches,7eb97a8e
501,Federico Santander,py PAR,FWDF,Bologna,30,1991,0.7,1,2,1,50.0,2.69,1.34,0.50,1.00,13.3,0,0,0,0.5,0.5,0.25,+0.5,+0.5,Matches,df85d472
502,Samir Santos,br BRA,DF,Udinese,26,1994,15.8,0,7,3,42.9,0.44,0.19,0.00,0.00,12.8,0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches,92b4758e
503,Riccardo Saponara,it ITA,FW,Fiorentina,29,1991,14.3,3,37,14,37.8,2.59,0.98,0.08,0.21,20.1,0,0,0,2.9,2.9,0.08,+0.1,+0.1,Matches,3bb7af3b
504,Giacomo Satalino,it ITA,GK,Sassuolo,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b1f0b916
505,Martin Satriano,uy URU,FWMF,Inter,20,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,86383d0e
506,Giorgio Scalvini,it ITA,DFMF,Atalanta,17,2003,8.5,1,16,3,18.8,1.89,0.35,0.06,0.33,11.5,0,0,0,1.8,1.8,0.11,-0.8,-0.8,Matches,1e9aa637
507,Gianluca Scamacca,it ITA,FW,Sassuolo,22,1999,23.8,16,78,36,46.2,3.27,1.51,0.19,0.42,17.4,1,1,1,11.5,10.7,0.14,+4.5,+4.3,Matches,8790f988
508,Andrea Schiavone,it ITA,MF,Salernitana,28,1993,6.3,1,2,1,50.0,0.32,0.16,0.50,1.00,12.4,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches,4b55eb4d
509,David Schnegg,at AUT,DF,Venezia,22,1998,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1c341b14
510,Jerdy Schouten,nl NED,MF,Bologna,24,1997,15.5,1,6,1,16.7,0.39,0.06,0.17,1.00,24.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,2cfae697
511,Demba Seck,sn SEN,MFFW,Torino,20,2001,1.6,0,4,3,75.0,2.47,1.85,0.00,0.00,18.4,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches,16463a79
512,Adrian Šemper,hr CRO,GK,Genoa,23,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f02dde20
513,Stefano Sensi,it ITA,MFFW,Sampdoria,25,1995,8.4,1,10,4,40.0,1.19,0.48,0.10,0.25,22.2,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches,b70bde8f
514,Stefano Sensi,it ITA,MFFW,Inter,25,1995,1.9,0,3,0,0.0,1.62,0.00,0.00,,12.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches,b70bde8f
515,Luigi Sepe,it ITA,GK,Salernitana,30,1991,15.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,343f753a
516,Laurens Serpe,it ITA,DF,Genoa,20,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,79d60e74
517,Stephan El Shaarawy,it ITA,FWDF,Roma,28,1992,11.7,3,39,12,30.8,3.33,1.02,0.08,0.25,19.3,1,0,0,3.6,3.6,0.09,-0.6,-0.6,Matches,d3aaad90
518,Aimar Sher,se SWE,MF,Spezia,18,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ef301f96
519,Eldor Shomurodov,uz UZB,FWMF,Roma,26,1995,8.7,3,31,11,35.5,3.56,1.26,0.10,0.27,12.3,0,0,0,4.6,4.6,0.15,-1.6,-1.6,Matches,57469b2d
520,Alassane Sidibe,ci CIV,MF,Atalanta,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f944979d
521,Arnór Sigurðsson,is ISL,FWMF,Venezia,22,1999,2.0,0,1,0,0.0,0.49,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,f209b81e
522,Adrien Silva,pt POR,MF,Sampdoria,32,1989,12.0,0,8,2,25.0,0.66,0.17,0.00,0.00,25.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,d6f88a1d
523,Marco Silvestri,it ITA,GK,Udinese,30,1991,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0d422df7
524,Giovanni Simeone,ar ARG,FW,Hellas Verona,26,1995,29.5,17,69,32,46.4,2.34,1.09,0.25,0.53,14.7,0,0,1,11.5,10.7,0.15,+5.5,+6.3,Matches,343c0d52
525,Giovanni Simeone,ar ARG,FW,Cagliari,26,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,343c0d52
526,Wilfried Singo,ci CIV,DF,Torino,20,2000,29.0,3,41,7,17.1,1.42,0.24,0.07,0.43,15.3,0,0,0,3.4,3.4,0.08,-0.4,-0.4,Matches,8b609c34
527,Salvatore Sirigu,it ITA,GK,Genoa,34,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,10dc46f0
528,Leo Skiri Østigård,no NOR,DF,Genoa,21,1999,13.0,0,7,1,14.3,0.54,0.08,0.00,0.00,18.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,b35a7399
529,Łukasz Skorupski,pl POL,GK,Bologna,30,1991,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ab4449d6
530,Andreas Skov Olsen,dk DEN,FWDF,Bologna,21,1999,8.3,0,7,2,28.6,0.84,0.24,0.00,0.00,14.3,0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches,c50cee19
531,Milan Škriniar,sk SVK,DF,Inter,26,1995,35.0,3,25,7,28.0,0.71,0.20,0.12,0.43,11.9,0,0,0,3.3,3.3,0.13,-0.3,-0.3,Matches,30f5ffa9
532,Chris Smalling,eng ENG,DF,Roma,31,1989,23.2,3,10,3,30.0,0.43,0.13,0.30,1.00,8.1,0,0,0,2.5,2.5,0.25,+0.5,+0.5,Matches,b6964eb6
533,Brandon Soppy,fr FRA,DFMF,Udinese,19,2002,8.6,0,6,2,33.3,0.69,0.23,0.00,0.00,12.0,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,28f66c2e
534,Roberto Soriano,it ITA,MF,Bologna,30,1991,29.1,0,23,8,34.8,0.79,0.27,0.00,0.00,18.9,0,0,0,2.3,2.3,0.10,-2.3,-2.3,Matches,9d4c45d6
535,Riccardo Sottil,it ITA,FW,Fiorentina,22,1999,13.8,3,22,10,45.5,1.60,0.73,0.14,0.30,16.2,1,0,0,2.9,2.9,0.13,+0.1,+0.1,Matches,94816803
536,Matìas Soulé,ar ARG,FW,Juventus,18,2003,0.1,0,2,0,0.0,36.00,0.00,0.00,,29.2,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,c13ddd3e
537,Adama Soumaoro,fr FRA,DF,Bologna,29,1992,25.2,0,8,2,25.0,0.32,0.08,0.00,0.00,8.4,0,0,0,1.0,1.0,0.13,-1.0,-1.0,Matches,7b075c75
538,Leonardo Spinazzola,it ITA,DF,Roma,28,1993,1.4,0,2,0,0.0,1.42,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,3626daea
539,Marco Sportiello,it ITA,GK,Atalanta,29,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ac4003af
540,Luca Stanga,it ITA,DF,Milan,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2967bcd0
541,Riccardo Stivanello,it ITA,DF,Bologna,17,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,90e1d9dc
542,Petar Stojanović,si SVN,DF,Empoli,25,1995,30.4,1,11,4,36.4,0.36,0.13,0.09,0.25,21.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,13b44b02
543,Thomas Strakosha,al ALB,GK,Lazio,26,1995,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,339fe0e8
544,Stefan Strandberg,no NOR,DF,Salernitana,31,1990,10.4,0,9,2,22.2,0.87,0.19,0.00,0.00,14.6,1,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches,6d5e62b0
545,Dávid Strelec,sk SVK,FWMF,Spezia,20,2001,5.6,1,4,3,75.0,0.72,0.54,0.25,0.33,14.0,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches,2cb9486d
546,Kevin Strootman,nl NED,MF,Cagliari,31,1990,7.1,0,1,0,0.0,0.14,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,ef2e5e1a
547,Jens Stryger Larsen,dk DEN,DF,Udinese,30,1991,7.6,0,9,4,44.4,1.18,0.53,0.00,0.00,18.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,f91e81c9
548,Leo Štulac,si SVN,MF,Empoli,26,1994,9.3,2,9,3,33.3,0.97,0.32,0.22,0.67,27.1,2,0,0,0.3,0.3,0.03,+1.7,+1.7,Matches,92948398
549,Stefano Sturaro,it ITA,MF,Genoa,28,1993,19.6,0,9,0,0.0,0.46,0.00,0.00,,19.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,2334478a
