,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Receiving,Receiving,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
543,Thomas Strakosha,al ALB,GK,Lazio,26,1995,23.0,780,691,777,3,0,0,780,0,0,,0,0,434,0,Matches,339fe0e8
544,Stefan Strandberg,no NOR,DF,Salernitana,31,1990,10.4,629,86,315,281,41,12,629,2,2,100.0,3,1,362,0,Matches,6d5e62b0
545,Dávid Strelec,sk SVK,FWMF,Spezia,20,2001,5.6,197,5,40,84,79,20,197,4,10,40.0,15,3,118,20,Matches,2cb9486d
546,Kevin Strootman,nl NED,MF,Cagliari,31,1990,7.1,427,26,121,264,47,3,427,4,5,80.0,6,2,275,5,Matches,ef2e5e1a
547,Jens Stryger Larsen,dk DEN,DF,Udinese,30,1991,7.6,334,19,103,125,106,10,334,4,11,36.4,7,6,193,10,Matches,f91e81c9
548,Leo Štulac,si SVN,MF,Empoli,26,1994,9.3,554,33,165,301,94,0,554,3,4,75.0,7,4,382,4,Matches,92948398
549,Stefano Sturaro,it ITA,MF,Genoa,28,1993,19.6,816,45,182,406,234,24,816,5,13,38.5,30,25,414,43,Matches,2334478a
550,Isaac Success,ng NGA,FWMF,Udinese,25,1996,10.1,392,8,24,153,220,52,392,19,29,65.5,37,27,353,76,Matches,f573a8bf
551,Vladyslav Supriaha,ua UKR,FW,Sampdoria,21,2000,0.2,6,0,0,3,3,0,6,0,0,,2,0,6,1,Matches,73affbb6
552,Bosko Sutalo,hr CRO,DF,Hellas Verona,21,2000,10.2,615,57,257,275,89,8,615,10,19,52.6,18,6,312,9,Matches,1d0bb7e4
553,Mattias Svanberg,se SWE,MF,Bologna,22,1999,28.5,1328,45,271,697,371,30,1328,28,53,52.8,37,22,907,47,Matches,92d83c27
554,Michael Svoboda,at AUT,DF,Venezia,22,1998,13.7,775,127,422,335,30,14,775,2,3,66.7,6,6,438,1,Matches,8abd174d
555,Wojciech Szczęsny,pl POL,GK,Juventus,31,1990,33.0,1062,903,1053,9,0,0,1062,0,0,,0,0,561,0,Matches,01b8a2b2
556,Adrien Tameze,cm CMR,MFDF,Hellas Verona,27,1994,28.6,1620,79,379,906,358,40,1620,34,60,56.7,51,26,922,65,Matches,8da74c05
557,Ciprian Tătărușanu,ro ROU,GK,Milan,35,1986,6.0,217,176,215,2,0,0,217,0,0,,0,0,119,0,Matches,b056e3da
558,Filippo Terracciano,it ITA,DF,Hellas Verona,18,2003,0.1,7,0,2,2,3,1,7,0,0,,0,0,2,1,Matches,5cbb5ad6
559,Pietro Terracciano,it ITA,GK,Fiorentina,31,1990,31.8,1596,1283,1586,11,0,0,1596,1,2,50.0,0,0,1030,0,Matches,e1b0a70d
560,Aleksa Terzić,rs SRB,DF,Fiorentina,21,1999,3.0,273,10,108,105,62,3,273,1,2,50.0,8,3,164,10,Matches,3ef0a2d7
561,Tanner Tessmann,us USA,MF,Venezia,19,2001,7.6,319,45,126,152,51,8,319,11,12,91.7,13,7,178,17,Matches,ac277993
562,Arthur Theate,be BEL,DF,Bologna,21,2000,26.9,1726,145,779,838,135,21,1726,19,29,65.5,22,10,1151,11,Matches,df8d6029
563,Morten Thorsby,no NOR,MF,Sampdoria,25,1996,32.7,1339,75,289,757,302,68,1339,13,25,52.0,64,22,797,53,Matches,d1b49282
564,Jeremy Toljan,de GER,DF,Sassuolo,26,1994,15.5,964,57,343,424,206,21,964,4,13,30.8,18,6,597,51,Matches,a96e5dc0
565,Rafael Tolói,it ITA,DF,Atalanta,30,1990,16.0,1105,79,395,576,143,18,1105,7,14,50.0,12,5,696,8,Matches,c56dc39e
566,Takehiro Tomiyasu,jp JPN,DF,Bologna,22,1998,0.1,6,0,2,1,3,0,6,1,1,100.0,1,0,2,0,Matches,b3af9be1
567,Fikayo Tomori,eng ENG,DF,Milan,23,1997,30.2,2037,212,1017,971,60,16,2037,8,12,66.7,16,0,1315,4,Matches,7edfbb8a
568,Sandro Tonali,it ITA,MF,Milan,21,2000,28.9,1746,54,362,1001,405,26,1746,30,45,66.7,33,23,1102,35,Matches,0db169ae
569,Lorenzo Tonelli,it ITA,DF,Empoli,31,1990,9.7,661,87,306,332,28,11,661,4,5,80.0,7,3,391,3,Matches,8cc29864
570,Ernesto Torregrossa,it ITA,FW,Sampdoria,29,1992,1.3,57,1,3,24,30,6,57,0,4,0.0,6,1,49,17,Matches,bf39bdec
571,Lucas Torreira,uy URU,MF,Fiorentina,25,1996,24.4,1546,37,319,974,259,34,1546,6,13,46.2,24,8,1048,27,Matches,52611641
572,Abdoulaye Touré,fr FRA,MF,Genoa,27,1994,4.8,225,8,51,139,38,5,225,6,9,66.7,4,4,128,4,Matches,ef7cd87a
573,Simone Trimboli,it ITA,MF,Sampdoria,19,2002,0.7,57,0,14,33,11,2,57,0,0,,3,0,42,4,Matches,f5f21026
574,Axel Tuanzebe,eng ENG,DF,Napoli,23,1997,0.1,5,1,3,2,0,0,5,0,0,,0,0,3,0,Matches,2baec6ce
575,Iyenoma Udogie,it ITA,DF,Udinese,18,2002,27.5,1232,58,305,578,377,64,1232,38,67,56.7,50,35,653,77,Matches,7cd520e8
576,Maximilian Ullmann,at AUT,DF,Venezia,25,1996,2.7,84,8,28,44,12,1,84,1,1,100.0,1,0,41,4,Matches,caaf2ed1
577,Kacper Urbanski,pl POL,MF,Bologna,16,2004,0.5,29,2,11,16,2,0,29,0,2,0.0,1,0,12,0,Matches,2d9d9e42
578,Antonio Vacca,it ITA,MF,Venezia,31,1990,11.8,810,72,357,417,51,1,810,15,21,71.4,6,9,492,7,Matches,444c89d9
579,Zinho Vanheusden,be BEL,DF,Genoa,22,1999,11.0,542,85,322,183,40,10,542,1,4,25.0,4,1,303,6,Matches,afbf187b
580,Johan Vásquez,mx MEX,DF,Genoa,22,1998,25.3,1484,150,685,685,127,30,1484,2,9,22.2,17,12,723,2,Matches,5eaed77a
581,Denis Vavro,sk SVK,DF,Lazio,25,1996,0.1,6,1,2,4,0,0,6,0,0,,0,0,5,0,Matches,08990838
582,Matías Vecino,uy URU,MF,Inter,29,1991,4.2,246,9,53,131,66,15,246,1,3,33.3,1,5,161,15,Matches,44ac04e9
583,Miguel Veloso,pt POR,MF,Hellas Verona,35,1986,14.9,1041,24,178,638,236,7,1041,6,6,100.0,12,7,576,10,Matches,ab1ca213
584,Lorenzo Venuti,it ITA,DF,Fiorentina,26,1995,17.5,1156,40,383,555,227,10,1156,4,7,57.1,19,9,823,26,Matches,983ff2c7
585,Daniele Verde,it ITA,FWMF,Spezia,25,1996,21.7,975,17,158,382,445,49,973,15,38,39.5,17,12,648,58,Matches,d3298c99
586,Simone Verdi,it ITA,MFFW,Torino,29,1992,0.5,24,1,2,13,10,2,24,0,1,0.0,2,2,14,4,Matches,0375723e
587,Simone Verdi,it ITA,FWMF,Salernitana,29,1992,9.2,450,3,40,189,233,17,449,27,45,60.0,19,19,277,27,Matches,0375723e
588,Jordan Veretout,fr FRA,MF,Roma,28,1993,25.8,1608,42,294,945,383,31,1606,14,19,73.7,24,11,1132,59,Matches,4a56052c
589,Edoardo Vergani,it ITA,FWMF,Salernitana,20,2001,1.1,41,5,11,15,15,3,41,0,1,0.0,7,1,27,4,Matches,2873973b
590,Valerio Verre,it ITA,MFFW,Sampdoria,27,1994,4.7,280,6,32,138,111,9,280,4,7,57.1,20,9,201,22,Matches,33ecf462
591,Valerio Verre,it ITA,MF,Empoli,27,1994,3.4,214,2,39,94,83,9,214,5,14,35.7,8,9,155,23,Matches,33ecf462
592,Freddie Veseli,al ALB,DF,Salernitana,28,1992,6.6,266,37,120,129,19,0,266,2,2,100.0,2,3,137,2,Matches,d541e703
593,Guglielmo Vicario,it ITA,GK,Empoli,24,1996,38.0,1454,1297,1450,5,0,0,1454,0,0,,1,0,656,0,Matches,77d6fd4d
594,Arturo Vidal,cl CHI,MF,Inter,34,1987,8.2,671,23,158,374,143,27,671,6,8,75.0,9,5,491,25,Matches,67cdbc0e
595,Ronaldo Vieira,gw GNB,MF,Sampdoria,23,1998,5.5,,,,,,,,,,,,,,,Matches,75e60d75
596,Luca Vignali,it ITA,DFMF,Spezia,25,1996,0.9,55,3,22,24,11,0,55,0,1,0.0,2,0,37,4,Matches,c1e8e74e
597,Emanuel Vignato,it ITA,MFDF,Bologna,20,2000,6.6,456,6,69,234,157,15,456,12,14,85.7,10,9,317,22,Matches,ec5dae45
598,Matías Viña,uy URU,DFFW,Roma,23,1997,17.4,1032,48,306,491,248,26,1032,14,29,48.3,32,6,565,30,Matches,08eb3b58
599,Nicolas Viola,it ITA,MF,Bologna,31,1989,1.1,74,2,16,41,19,1,74,1,4,25.0,0,0,45,0,Matches,45392b06
600,Mattia Viti,it ITA,DF,Empoli,19,2002,16.6,868,150,434,401,38,7,868,14,18,77.8,7,3,466,2,Matches,75438a9a
601,Dušan Vlahović,rs SRB,FW,Fiorentina,21,2000,20.6,636,21,35,291,315,114,630,20,37,54.1,82,42,523,151,Matches,79443529
602,Dušan Vlahović,rs SRB,FW,Juventus,21,2000,12.0,382,9,20,145,222,78,382,11,27,40.7,56,28,320,113,Matches,79443529
603,Mërgim Vojvoda,xk KVX,DF,Torino,26,1995,22.0,1359,72,334,637,405,29,1359,18,26,69.2,21,12,816,26,Matches,be2706c0
604,Cristian Volpato,it ITA,FWMF,Roma,17,2003,0.4,30,0,1,11,19,6,30,1,2,50.0,2,1,24,3,Matches,72f87f25
605,Stefan de Vrij,nl NED,DF,Inter,29,1992,26.8,1747,204,926,793,39,25,1747,5,5,100.0,6,3,1192,1,Matches,d0d8dd44
606,Walace,br BRA,MF,Udinese,26,1995,33.0,2043,102,590,1204,282,15,2043,24,39,61.5,49,35,1221,17,Matches,26db8853
607,Sebastian Walukiewicz,pl POL,DF,Cagliari,21,2000,3.4,213,23,121,85,7,1,213,6,8,75.0,4,0,147,2,Matches,217875a4
608,Magnus Warming,dk DEN,MFFW,Torino,21,2000,0.6,30,0,6,11,13,3,30,0,1,0.0,1,2,18,6,Matches,55e098cd
609,Kelvin Yeboah,it ITA,FWMF,Genoa,21,2000,9.4,351,9,41,123,193,51,351,13,36,36.1,44,13,235,48,Matches,ea0893d6
610,Gerard Yepes,es ESP,MFDF,Sampdoria,18,2002,0.2,24,1,9,15,0,0,24,0,0,,0,0,14,1,Matches,ee9040b4
611,Maya Yoshida,jp JPN,DF,Sampdoria,32,1988,20.3,1142,179,632,472,39,15,1142,2,2,100.0,9,4,672,3,Matches,caffaf5a
612,Mattia Zaccagni,it ITA,MF,Hellas Verona,26,1995,2.0,97,1,5,36,60,10,96,7,11,63.6,2,8,66,15,Matches,d85c238b
613,Mattia Zaccagni,it ITA,FW,Lazio,26,1995,20.8,964,12,108,393,475,98,964,45,87,51.7,41,12,772,108,Matches,d85c238b
614,Denis Zakaria,ch SUI,MF,Juventus,24,1996,6.6,239,10,63,112,68,15,239,2,5,40.0,11,7,135,14,Matches,384d58d9
615,Nicola Zalewski,pl POL,DF,Roma,19,2002,8.8,629,6,201,291,153,13,629,15,30,50.0,16,7,351,14,Matches,45191c29
616,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,25,1995,21.4,1476,46,268,891,329,42,1476,46,66,69.7,46,23,1083,45,Matches,6bb2c084
617,Nicolò Zaniolo,it ITA,FWMF,Roma,22,1999,21.9,867,6,77,361,461,94,867,56,114,49.1,95,53,678,169,Matches,9907b1c8
618,Alessandro Zanoli,it ITA,DF,Napoli,20,2000,5.1,323,21,107,164,58,3,323,6,11,54.5,5,2,210,7,Matches,3b12b11f
619,Mattia Zanotti,it ITA,DF,Inter,18,2003,0.1,13,0,3,1,9,1,13,0,0,,0,0,10,1,Matches,875d65d1
620,Duván Zapata,co COL,FW,Atalanta,30,1991,19.1,799,8,23,257,525,188,796,28,61,45.9,87,43,665,201,Matches,d3de9af0
621,Gabriele Zappa,it ITA,DF,Cagliari,21,1999,12.7,735,46,271,315,159,11,735,11,26,42.3,18,10,439,16,Matches,ca3db240
622,Davide Zappacosta,it ITA,DF,Atalanta,29,1992,26.1,1718,44,349,711,677,86,1718,24,52,46.2,29,23,1199,77,Matches,7fe90ccd
623,Simone Zaza,it ITA,FWDF,Torino,30,1991,1.4,72,5,8,24,41,12,72,2,3,66.7,10,6,48,5,Matches,9592289a
624,Marvin Zeegelaar,nl NED,DF,Udinese,30,1990,7.1,390,34,166,188,44,5,390,5,7,71.4,5,2,196,1,Matches,8abd0c03
625,Piotr Zieliński,pl POL,MF,Napoli,27,1994,23.2,1321,11,134,706,489,67,1321,17,36,47.2,39,17,1030,87,Matches,a5296e55
626,David Zima,cz CZE,DF,Torino,20,2000,14.6,753,70,329,345,79,12,753,5,7,71.4,9,5,455,6,Matches,acf7e795
627,Jeroen Zoet,nl NED,GK,Spezia,30,1991,7.0,258,236,258,0,0,0,258,0,0,,1,0,110,0,Matches,cc1a0c57
628,Nadir Zortea,it ITA,DFMF,Salernitana,22,1999,15.7,661,43,165,260,252,18,661,26,50,52.0,32,13,355,34,Matches,82598b71
629,Petar Zovko,ba BIH,GK,Spezia,19,2002,0.3,11,10,11,0,0,0,11,0,0,,0,0,4,0,Matches,54f6afe3
630,Szymon Żurkowski,pl POL,MF,Empoli,23,1997,25.6,1269,63,290,572,433,58,1269,38,55,69.1,68,35,847,73,Matches,4e1d5e59
631,Milan Đurić,ba BIH,FW,Salernitana,31,1990,24.1,864,36,66,419,383,145,863,8,16,50.0,37,20,725,98,Matches,405f6586
632,Filip Đuričić,rs SRB,MFFW,Sassuolo,29,1992,7.5,304,9,42,133,135,24,304,18,29,62.1,19,14,239,32,Matches,eccbe56a
