,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
508,Andrea Schiavone,it ITA,MF,Salernitana,28,1993,6.3,14,8,5,9,0,10,23,43.5,13,13,3,10,8,22,12,0,Matches,4b55eb4d
509,David Schnegg,at AUT,DF,Venezia,22,1998,1.6,2,0,1,1,0,1,3,33.3,2,4,0,4,3,5,6,0,Matches,1c341b14
510,Jerdy Schouten,nl NED,MF,Bologna,24,1997,15.5,25,17,10,12,3,9,22,40.9,13,22,5,17,33,58,29,1,Matches,2cfae697
511,Demba Seck,sn SEN,MFFW,Torino,20,2001,1.6,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,Matches,16463a79
512,Adrian Šemper,hr CRO,GK,Genoa,23,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,f02dde20
513,Stefano Sensi,it ITA,MFFW,Sampdoria,25,1995,8.4,18,9,10,6,2,10,23,43.5,13,2,0,2,6,24,4,0,Matches,b70bde8f
514,Stefano Sensi,it ITA,MFFW,Inter,25,1995,1.9,4,3,1,3,0,2,4,50.0,2,2,0,2,0,4,2,0,Matches,b70bde8f
515,Luigi Sepe,it ITA,GK,Salernitana,30,1991,15.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,Matches,343f753a
516,Laurens Serpe,it ITA,DF,Genoa,20,2001,0.5,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches,79d60e74
517,Stephan El Shaarawy,it ITA,FWDF,Roma,28,1992,11.7,13,8,4,9,0,4,6,66.7,2,10,2,8,11,24,8,0,Matches,d3aaad90
518,Aimar Sher,se SWE,MF,Spezia,18,2002,0.5,2,1,1,1,0,0,1,0.0,1,1,0,1,3,5,1,0,Matches,ef301f96
519,Eldor Shomurodov,uz UZB,FWMF,Roma,26,1995,8.7,5,4,0,4,1,1,10,10.0,9,8,0,8,2,7,5,0,Matches,57469b2d
520,Alassane Sidibe,ci CIV,MF,Atalanta,19,2002,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches,f944979d
521,Arnór Sigurðsson,is ISL,FWMF,Venezia,22,1999,2.0,1,1,0,1,0,1,2,50.0,1,2,0,2,1,2,0,0,Matches,f209b81e
522,Adrien Silva,pt POR,MF,Sampdoria,32,1989,12.0,24,12,14,5,5,9,33,27.3,24,15,5,10,23,47,23,0,Matches,d6f88a1d
523,Marco Silvestri,it ITA,GK,Udinese,30,1991,35.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,11,1,Matches,0d422df7
524,Giovanni Simeone,ar ARG,FW,Hellas Verona,26,1995,29.5,27,15,6,12,9,9,39,23.1,30,37,3,34,6,33,23,0,Matches,343c0d52
525,Giovanni Simeone,ar ARG,FW,Cagliari,26,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,343c0d52
526,Wilfried Singo,ci CIV,DF,Torino,20,2000,29.0,55,35,24,24,7,24,34,70.6,10,26,6,20,23,78,47,0,Matches,8b609c34
527,Salvatore Sirigu,it ITA,GK,Genoa,34,1987,37.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,19,2,Matches,10dc46f0
528,Leo Skiri Østigård,no NOR,DF,Genoa,21,1999,13.0,16,9,8,7,1,9,11,81.8,2,17,10,7,8,24,55,1,Matches,b35a7399
529,Łukasz Skorupski,pl POL,GK,Bologna,30,1991,36.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17,0,Matches,ab4449d6
530,Andreas Skov Olsen,dk DEN,FWDF,Bologna,21,1999,8.3,12,10,4,4,4,5,11,45.5,6,9,1,8,3,15,11,0,Matches,c50cee19
531,Milan Škriniar,sk SVK,DF,Inter,26,1995,35.0,47,27,26,17,4,24,42,57.1,18,36,25,11,25,72,90,1,Matches,30f5ffa9
532,Chris Smalling,eng ENG,DF,Roma,31,1989,23.2,36,23,28,8,0,18,25,72.0,7,32,24,8,26,62,92,1,Matches,b6964eb6
533,Brandon Soppy,fr FRA,DFMF,Udinese,19,2002,8.6,20,9,8,10,2,11,16,68.8,5,10,2,8,5,25,9,1,Matches,28f66c2e
534,Roberto Soriano,it ITA,MF,Bologna,30,1991,29.1,57,30,27,22,8,17,56,30.4,39,37,3,34,22,79,32,0,Matches,9d4c45d6
535,Riccardo Sottil,it ITA,FW,Fiorentina,22,1999,13.8,9,4,4,4,1,3,9,33.3,6,3,0,3,1,10,2,0,Matches,94816803
536,Matìas Soulé,ar ARG,FW,Juventus,18,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,c13ddd3e
537,Adama Soumaoro,fr FRA,DF,Bologna,29,1992,25.2,15,5,5,8,2,4,9,44.4,5,22,16,6,34,49,95,0,Matches,7b075c75
538,Leonardo Spinazzola,it ITA,DF,Roma,28,1993,1.4,0,0,0,0,0,0,1,0.0,1,4,1,3,0,0,3,0,Matches,3626daea
539,Marco Sportiello,it ITA,GK,Atalanta,29,1992,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,ac4003af
540,Luca Stanga,it ITA,DF,Milan,19,2002,0.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches,2967bcd0
541,Riccardo Stivanello,it ITA,DF,Bologna,17,2004,0.5,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,6,0,Matches,90e1d9dc
542,Petar Stojanović,si SVN,DF,Empoli,25,1995,30.4,96,63,55,32,9,59,114,51.8,55,39,13,26,27,123,65,1,Matches,13b44b02
543,Thomas Strakosha,al ALB,GK,Lazio,26,1995,23.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,2,Matches,339fe0e8
544,Stefan Strandberg,no NOR,DF,Salernitana,31,1990,10.4,13,8,10,3,0,8,11,72.7,3,15,13,2,9,22,49,0,Matches,6d5e62b0
545,Dávid Strelec,sk SVK,FWMF,Spezia,20,2001,5.6,4,4,1,2,1,2,9,22.2,7,8,1,7,2,6,1,0,Matches,2cb9486d
546,Kevin Strootman,nl NED,MF,Cagliari,31,1990,7.1,8,4,2,4,2,5,12,41.7,7,11,2,9,10,18,15,0,Matches,ef2e5e1a
547,Jens Stryger Larsen,dk DEN,DF,Udinese,30,1991,7.6,5,2,3,1,1,2,3,66.7,1,2,0,2,4,9,17,0,Matches,f91e81c9
548,Leo Štulac,si SVN,MF,Empoli,26,1994,9.3,13,6,5,6,2,7,19,36.8,12,6,2,4,8,21,15,0,Matches,92948398
549,Stefano Sturaro,it ITA,MF,Genoa,28,1993,19.6,43,26,16,16,11,22,48,45.8,26,25,1,24,15,58,29,2,Matches,2334478a
550,Isaac Success,ng NGA,FWMF,Udinese,25,1996,10.1,5,2,0,3,2,1,5,20.0,4,2,0,2,2,7,6,0,Matches,f573a8bf
551,Vladyslav Supriaha,ua UKR,FW,Sampdoria,21,2000,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,73affbb6
552,Bosko Sutalo,hr CRO,DF,Hellas Verona,21,2000,10.2,20,13,11,6,3,8,16,50.0,8,10,5,5,17,37,39,0,Matches,1d0bb7e4
553,Mattias Svanberg,se SWE,MF,Bologna,22,1999,28.5,39,15,15,16,8,16,54,29.6,38,31,9,22,28,67,34,0,Matches,92d83c27
554,Michael Svoboda,at AUT,DF,Venezia,22,1998,13.7,33,17,26,6,1,18,32,56.3,14,27,15,12,10,43,61,5,Matches,8abd174d
555,Wojciech Szczęsny,pl POL,GK,Juventus,31,1990,33.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,1,Matches,01b8a2b2
556,Adrien Tameze,cm CMR,MFDF,Hellas Verona,27,1994,28.6,52,29,24,21,7,20,59,33.9,39,40,5,35,52,104,41,0,Matches,8da74c05
557,Ciprian Tătărușanu,ro ROU,GK,Milan,35,1986,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1,Matches,b056e3da
558,Filippo Terracciano,it ITA,DF,Hellas Verona,18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,5cbb5ad6
559,Pietro Terracciano,it ITA,GK,Fiorentina,31,1990,31.8,0,0,0,0,0,0,4,0.0,4,0,0,0,2,2,20,1,Matches,e1b0a70d
560,Aleksa Terzić,rs SRB,DF,Fiorentina,21,1999,3.0,8,5,3,3,2,4,7,57.1,3,7,0,7,4,12,5,0,Matches,3ef0a2d7
561,Tanner Tessmann,us USA,MF,Venezia,19,2001,7.6,11,5,4,6,1,5,14,35.7,9,19,9,10,5,16,22,0,Matches,ac277993
562,Arthur Theate,be BEL,DF,Bologna,21,2000,26.9,33,19,26,3,4,14,31,45.2,17,29,16,13,43,76,69,0,Matches,df8d6029
563,Morten Thorsby,no NOR,MF,Sampdoria,25,1996,32.7,46,26,15,23,8,28,56,50.0,28,37,12,25,25,71,39,0,Matches,d1b49282
564,Jeremy Toljan,de GER,DF,Sassuolo,26,1994,15.5,18,10,12,4,2,13,20,65.0,7,12,5,7,12,30,41,0,Matches,a96e5dc0
565,Rafael Tolói,it ITA,DF,Atalanta,30,1990,16.0,38,15,12,15,11,24,39,61.5,15,23,11,12,26,64,35,0,Matches,c56dc39e
566,Takehiro Tomiyasu,jp JPN,DF,Bologna,22,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches,b3af9be1
567,Fikayo Tomori,eng ENG,DF,Milan,23,1997,30.2,73,44,36,34,3,18,26,69.2,8,37,23,14,45,118,84,1,Matches,7edfbb8a
568,Sandro Tonali,it ITA,MF,Milan,21,2000,28.9,54,37,23,25,6,21,41,51.2,20,26,8,18,34,88,19,0,Matches,0db169ae
569,Lorenzo Tonelli,it ITA,DF,Empoli,31,1990,9.7,17,9,11,4,2,6,13,46.2,7,14,8,6,19,36,28,2,Matches,8cc29864
570,Ernesto Torregrossa,it ITA,FW,Sampdoria,29,1992,1.3,2,1,1,0,1,1,2,50.0,1,0,0,0,0,2,1,0,Matches,bf39bdec
571,Lucas Torreira,uy URU,MF,Fiorentina,25,1996,24.4,37,29,13,21,3,18,40,45.0,22,18,1,17,26,63,18,0,Matches,52611641
572,Abdoulaye Touré,fr FRA,MF,Genoa,27,1994,4.8,12,4,3,8,1,5,11,45.5,6,6,1,5,4,16,6,0,Matches,ef7cd87a
573,Simone Trimboli,it ITA,MF,Sampdoria,19,2002,0.7,2,1,2,0,0,2,2,100.0,0,0,0,0,2,4,0,0,Matches,f5f21026
574,Axel Tuanzebe,eng ENG,DF,Napoli,23,1997,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches,2baec6ce
575,Iyenoma Udogie,it ITA,DF,Udinese,18,2002,27.5,64,40,30,27,7,33,60,55.0,27,39,6,33,27,91,42,0,Matches,7cd520e8
576,Maximilian Ullmann,at AUT,DF,Venezia,25,1996,2.7,0,0,0,0,0,0,1,0.0,1,4,0,4,2,2,7,0,Matches,caaf2ed1
577,Kacper Urbanski,pl POL,MF,Bologna,16,2004,0.5,3,2,1,2,0,2,2,100.0,0,2,0,2,0,3,0,0,Matches,2d9d9e42
578,Antonio Vacca,it ITA,MF,Venezia,31,1990,11.8,36,20,24,10,2,14,36,38.9,22,16,8,8,20,56,16,0,Matches,444c89d9
579,Zinho Vanheusden,be BEL,DF,Genoa,22,1999,11.0,18,6,12,5,1,8,14,57.1,6,19,14,5,23,41,42,0,Matches,afbf187b
580,Johan Vásquez,mx MEX,DF,Genoa,22,1998,25.3,79,46,44,32,3,48,75,64.0,27,32,10,22,42,121,85,0,Matches,5eaed77a
581,Denis Vavro,sk SVK,DF,Lazio,25,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,08990838
582,Matías Vecino,uy URU,MF,Inter,29,1991,4.2,7,5,2,3,2,3,9,33.3,6,10,1,9,4,11,7,0,Matches,44ac04e9
583,Miguel Veloso,pt POR,MF,Hellas Verona,35,1986,14.9,23,15,4,17,2,10,16,62.5,6,18,5,13,11,34,18,1,Matches,ab1ca213
584,Lorenzo Venuti,it ITA,DF,Fiorentina,26,1995,17.5,25,10,13,10,2,14,24,58.3,10,13,4,9,5,30,27,0,Matches,983ff2c7
585,Daniele Verde,it ITA,FWMF,Spezia,25,1996,21.7,11,4,8,2,1,9,20,45.0,11,17,2,15,18,29,8,0,Matches,d3298c99
586,Simone Verdi,it ITA,MFFW,Torino,29,1992,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches,0375723e
587,Simone Verdi,it ITA,FWMF,Salernitana,29,1992,9.2,12,8,5,2,5,9,20,45.0,11,4,0,4,3,15,1,0,Matches,0375723e
588,Jordan Veretout,fr FRA,MF,Roma,28,1993,25.8,34,25,20,12,2,15,39,38.5,24,12,1,11,27,61,22,1,Matches,4a56052c
589,Edoardo Vergani,it ITA,FWMF,Salernitana,20,2001,1.1,2,2,2,0,0,0,0,,0,2,2,0,0,2,2,0,Matches,2873973b
590,Valerio Verre,it ITA,MFFW,Sampdoria,27,1994,4.7,7,5,1,4,2,4,9,44.4,5,7,0,7,0,7,5,0,Matches,33ecf462
591,Valerio Verre,it ITA,MF,Empoli,27,1994,3.4,4,2,3,1,0,2,7,28.6,5,2,0,2,1,5,0,0,Matches,33ecf462
592,Freddie Veseli,al ALB,DF,Salernitana,28,1992,6.6,7,2,4,3,0,5,6,83.3,1,10,5,5,4,11,19,0,Matches,d541e703
593,Guglielmo Vicario,it ITA,GK,Empoli,24,1996,38.0,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,21,1,Matches,77d6fd4d
594,Arturo Vidal,cl CHI,MF,Inter,34,1987,8.2,26,10,16,9,1,9,26,34.6,17,13,5,8,7,33,7,1,Matches,67cdbc0e
595,Ronaldo Vieira,gw GNB,MF,Sampdoria,23,1998,5.5,,6,,,,,,,,,,,5,,,,Matches,75e60d75
596,Luca Vignali,it ITA,DFMF,Spezia,25,1996,0.9,1,1,0,1,0,0,3,0.0,3,0,0,0,1,2,1,0,Matches,c1e8e74e
597,Emanuel Vignato,it ITA,MFDF,Bologna,20,2000,6.6,12,7,5,7,0,6,13,46.2,7,2,0,2,2,14,5,0,Matches,ec5dae45
598,Matías Viña,uy URU,DFFW,Roma,23,1997,17.4,46,30,27,14,5,29,59,49.2,30,26,3,23,25,71,33,0,Matches,08eb3b58
599,Nicolas Viola,it ITA,MF,Bologna,31,1989,1.1,2,2,1,1,0,1,2,50.0,1,1,1,0,0,2,1,0,Matches,45392b06
600,Mattia Viti,it ITA,DF,Empoli,19,2002,16.6,28,16,16,9,3,15,24,62.5,9,28,25,3,29,57,69,1,Matches,75438a9a
601,Dušan Vlahović,rs SRB,FW,Fiorentina,21,2000,20.6,5,0,0,2,3,2,11,18.2,9,6,2,4,1,6,16,0,Matches,79443529
602,Dušan Vlahović,rs SRB,FW,Juventus,21,2000,12.0,0,0,0,0,0,0,4,0.0,4,3,0,3,0,0,7,0,Matches,79443529
603,Mërgim Vojvoda,xk KVX,DF,Torino,26,1995,22.0,38,23,23,11,4,20,36,55.6,16,27,8,19,20,58,51,0,Matches,be2706c0
604,Cristian Volpato,it ITA,FWMF,Roma,17,2003,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches,72f87f25
605,Stefan de Vrij,nl NED,DF,Inter,29,1992,26.8,38,29,22,16,0,12,17,70.6,5,17,8,9,32,70,52,0,Matches,d0d8dd44
606,Walace,br BRA,MF,Udinese,26,1995,33.0,83,49,37,38,8,50,113,44.2,63,51,5,46,54,137,32,1,Matches,26db8853
607,Sebastian Walukiewicz,pl POL,DF,Cagliari,21,2000,3.4,9,5,7,2,0,3,5,60.0,2,5,2,3,7,16,14,0,Matches,217875a4
608,Magnus Warming,dk DEN,MFFW,Torino,21,2000,0.6,1,1,0,1,0,0,0,,0,2,0,2,0,1,0,0,Matches,55e098cd
609,Kelvin Yeboah,it ITA,FWMF,Genoa,21,2000,9.4,14,7,5,7,2,9,19,47.4,10,22,1,21,1,15,7,0,Matches,ea0893d6
610,Gerard Yepes,es ESP,MFDF,Sampdoria,18,2002,0.2,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches,ee9040b4
611,Maya Yoshida,jp JPN,DF,Sampdoria,32,1988,20.3,17,10,8,9,0,8,15,53.3,7,27,20,7,28,45,72,1,Matches,caffaf5a
612,Mattia Zaccagni,it ITA,MF,Hellas Verona,26,1995,2.0,3,1,1,0,2,1,2,50.0,1,1,0,1,4,7,0,0,Matches,d85c238b
613,Mattia Zaccagni,it ITA,FW,Lazio,26,1995,20.8,33,16,10,13,10,11,19,57.9,8,17,2,15,20,53,5,0,Matches,d85c238b
614,Denis Zakaria,ch SUI,MF,Juventus,24,1996,6.6,11,7,3,6,2,3,11,27.3,8,16,3,13,11,22,7,0,Matches,384d58d9
615,Nicola Zalewski,pl POL,DF,Roma,19,2002,8.8,32,19,17,11,4,21,35,60.0,14,18,1,17,16,48,4,0,Matches,45191c29
616,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,25,1995,21.4,50,26,24,17,9,25,51,49.0,26,31,5,26,24,74,33,1,Matches,6bb2c084
617,Nicolò Zaniolo,it ITA,FWMF,Roma,22,1999,21.9,24,15,0,15,9,6,28,21.4,22,19,0,19,7,31,6,0,Matches,9907b1c8
618,Alessandro Zanoli,it ITA,DF,Napoli,20,2000,5.1,10,7,6,3,1,3,5,60.0,2,2,1,1,4,14,16,0,Matches,3b12b11f
619,Mattia Zanotti,it ITA,DF,Inter,18,2003,0.1,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches,875d65d1
620,Duván Zapata,co COL,FW,Atalanta,30,1991,19.1,6,2,0,4,2,4,8,50.0,4,8,1,7,3,9,5,0,Matches,d3de9af0
621,Gabriele Zappa,it ITA,DF,Cagliari,21,1999,12.7,21,9,12,6,3,6,24,25.0,18,15,5,10,14,35,28,0,Matches,ca3db240
622,Davide Zappacosta,it ITA,DF,Atalanta,29,1992,26.1,32,22,12,13,7,19,37,51.4,18,32,2,30,12,44,22,0,Matches,7fe90ccd
623,Simone Zaza,it ITA,FWDF,Torino,30,1991,1.4,2,2,1,1,0,1,1,100.0,0,3,0,3,0,2,3,0,Matches,9592289a
624,Marvin Zeegelaar,nl NED,DF,Udinese,30,1990,7.1,15,11,6,8,1,5,14,35.7,9,12,4,8,12,27,22,1,Matches,8abd0c03
625,Piotr Zieliński,pl POL,MF,Napoli,27,1994,23.2,19,12,5,9,5,6,21,28.6,15,13,2,11,8,27,4,0,Matches,a5296e55
626,David Zima,cz CZE,DF,Torino,20,2000,14.6,20,12,8,11,1,9,20,45.0,11,15,13,2,23,43,42,0,Matches,acf7e795
627,Jeroen Zoet,nl NED,GK,Spezia,30,1991,7.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0,Matches,cc1a0c57
628,Nadir Zortea,it ITA,DFMF,Salernitana,22,1999,15.7,21,15,9,7,5,11,19,57.9,8,14,2,12,7,28,33,0,Matches,82598b71
629,Petar Zovko,ba BIH,GK,Spezia,19,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,54f6afe3
630,Szymon Żurkowski,pl POL,MF,Empoli,23,1997,25.6,58,33,24,21,13,29,68,42.6,39,43,10,33,35,93,32,1,Matches,4e1d5e59
631,Milan Đurić,ba BIH,FW,Salernitana,31,1990,24.1,1,1,0,1,0,1,3,33.3,2,6,1,5,2,3,32,0,Matches,405f6586
632,Filip Đuričić,rs SRB,MFFW,Sassuolo,29,1992,7.5,13,10,7,1,5,5,13,38.5,8,7,1,6,4,17,1,0,Matches,eccbe56a
