,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,,,,,,-additional
349,Bali Mumba,eng ENG,DF,Norwich City,19,2001,0.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,5,0,Matches,2d760d7b
350,Jacob Murphy,eng ENG,FWDF,Newcastle Utd,26,1995,16.4,49,26,34,11,4,26,41,63.4,15,20,2,18,23,72,17,0,Matches,de112b84
351,Enock Mwepu,zm ZAM,MF,Brighton,23,1998,11.1,22,12,10,10,2,5,27,18.5,22,20,2,18,12,34,19,0,Matches,1d5cab82
352,Vitaliy Mykolenko,ua UKR,DF,Everton,22,1999,11.7,25,15,15,7,3,12,21,57.1,9,15,2,13,16,41,37,0,Matches,30d4a2e5
353,Marvelous Nakamba,zw ZIM,MF,Aston Villa,27,1994,10.0,32,19,18,14,0,12,34,35.3,22,14,4,10,12,44,17,1,Matches,de5b5570
354,Wilfred Ndidi,ng NGA,MFDF,Leicester City,24,1996,18.0,60,32,32,27,1,22,55,40.0,33,36,8,28,42,102,54,1,Matches,6b47c5db
355,Tanguy Ndombele,fr FRA,MF,Tottenham,24,1996,5.4,10,7,3,5,2,1,8,12.5,7,5,0,5,1,11,1,0,Matches,5cdddffa
356,Reiss Nelson,eng ENG,FW,Arsenal,21,1999,0.2,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Matches,c5bdb6e3
357,Pedro Neto,pt POR,FWMF,Wolves,21,2000,5.2,4,4,2,0,2,0,9,0.0,9,0,0,0,6,10,1,0,Matches,7ba2eaa9
358,Rúben Neves,pt POR,MF,Wolves,24,1997,29.6,68,37,23,41,4,24,87,27.6,63,39,5,34,41,109,49,3,Matches,44bfb6c5
359,Jeremy Ngakia,eng ENG,DF,Watford,20,2000,10.0,31,18,23,5,3,11,26,42.3,15,11,4,7,12,43,32,0,Matches,3631ad41
360,Saúl Ñíguez,es ESP,DFMF,Chelsea,26,1994,5.3,20,9,11,9,0,9,16,56.3,7,14,3,11,7,27,10,1,Matches,c14bc029
361,Eddie Nketiah,eng ENG,FW,Arsenal,22,1999,9.3,9,4,1,4,4,1,4,25.0,3,9,2,7,4,13,5,0,Matches,a53649b7
362,Nicolas Nkoulou,cm CMR,DF,Watford,31,1990,1.9,1,0,0,1,0,0,0,,0,2,1,1,2,3,8,0,Matches,93cf32a8
363,Mark Noble,eng ENG,MF,West Ham,34,1987,3.7,8,2,7,1,0,5,11,45.5,6,4,1,3,4,12,2,1,Matches,ff527768
364,Mathias Normann,no NOR,MF,Norwich City,25,1996,18.3,34,21,19,14,1,17,46,37.0,29,17,8,9,19,53,43,1,Matches,8996350d
365,Christian Nørgaard,dk DEN,MF,Brentford,27,1994,33.9,109,60,42,58,9,52,101,51.5,49,48,9,39,64,173,58,1,Matches,df0a4c90
366,Angelo Ogbonna,it ITA,DF,West Ham,33,1988,10.2,7,4,5,2,0,3,7,42.9,4,5,4,1,11,18,29,0,Matches,74b2cd7e
367,Michael Olise,fr FRA,FWMF,Crystal Palace,19,2001,12.7,22,18,8,11,3,7,24,29.2,17,17,0,17,6,28,6,0,Matches,c4486bac
368,Robin Olsen,se SWE,GK,Aston Villa,31,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,e7ee38c3
369,Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,4.2,8,6,5,3,0,5,11,45.5,6,8,8,0,5,13,13,0,Matches,c393a6c4
370,Tyler Onyango,eng ENG,MF,Everton,18,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,d86a1f3e
371,Frank Onyeka,ng NGA,MF,Brentford,23,1998,11.6,25,17,13,9,3,8,27,29.6,19,16,2,14,14,39,13,0,Matches,2944f86f
372,Divock Origi,be BEL,FW,Liverpool,26,1995,1.5,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,2,0,Matches,43a166b4
373,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27,1993,8.7,15,11,2,8,5,3,14,21.4,11,12,2,10,6,21,5,0,Matches,38c7feef
374,Cole Palmer,eng ENG,FWMF,Manchester City,19,2002,1.4,2,1,1,1,0,0,2,0.0,2,3,0,3,1,3,0,0,Matches,dc7f8a28
375,Emerson Palmieri,it ITA,DF,Chelsea,26,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,e0bc6fdc
376,Thomas Partey,gh GHA,MF,Arsenal,28,1993,22.5,43,29,22,17,4,18,44,40.9,26,22,4,18,23,66,35,2,Matches,529f49ab
377,Nicolas Pépé,ci CIV,FWMF,Arsenal,26,1995,7.7,8,5,3,5,0,3,9,33.3,6,9,1,8,8,16,2,0,Matches,57e3f0c7
378,Ricardo Pereira,pt POR,DF,Leicester City,27,1993,11.0,37,20,19,13,5,21,40,52.5,19,13,1,12,17,54,39,0,Matches,75a72a99
379,Ayoze Pérez,es ESP,MFFW,Leicester City,28,1993,4.9,4,2,0,3,1,0,13,0.0,13,11,1,10,2,6,5,0,Matches,819aa8e7
380,Sonny Perkins,eng ENG,FW,West Ham,17,2004,0.0,,0,,,,,,,,,,,0,,,,Matches,87f12e30
381,Romain Perraud,fr FRA,DF,Southampton,23,1997,18.0,34,22,18,14,2,16,29,55.2,13,24,6,18,17,51,42,0,Matches,6dfd8f05
382,Kalvin Phillips,eng ENG,MF,Leeds United,25,1995,17.7,54,25,24,25,5,24,57,42.1,33,37,9,28,24,78,18,0,Matches,4f565d77
383,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,19f4d211
384,Jordan Pickford,eng ENG,GK,Everton,27,1994,35.0,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,14,1,Matches,4806ec67
385,Erik Pieters,nl NED,DF,Burnley,32,1988,8.1,28,15,15,11,2,17,28,60.7,11,18,7,11,10,38,38,0,Matches,1ef37668
386,Ethan Pinnock,jm JAM,DF,Brentford,28,1993,29.9,51,35,37,12,2,25,38,65.8,13,30,11,19,44,95,154,1,Matches,e541326e
387,Daniel Podence,pt POR,FWMF,Wolves,25,1995,16.5,18,11,10,5,3,4,17,23.5,13,8,1,7,10,28,1,0,Matches,7fcc71d8
388,Paul Pogba,fr FRA,MFFW,Manchester Utd,28,1993,15.0,13,9,5,7,1,6,28,21.4,22,11,0,11,13,26,16,0,Matches,867239d3
389,Nick Pope,eng ENG,GK,Burnley,29,1992,36.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,30,3,Matches,4b40d9ca
390,Isaac Price,nir NIR,MF,Everton,17,2003,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches,b9403c99
391,Teemu Pukki,fi FIN,FW,Norwich City,31,1990,36.1,23,11,2,14,7,6,29,20.7,23,21,1,20,4,27,3,0,Matches,0745b37d
392,Christian Pulisic,us USA,MFFW,Chelsea,22,1998,14.3,10,7,6,3,1,3,17,17.6,14,12,0,12,5,15,10,0,Matches,1bf33a9a
393,Przemysław Płacheta,pl POL,FWMF,Norwich City,23,1998,5.6,4,3,3,1,0,2,7,28.6,5,3,1,2,2,6,5,1,Matches,3c33f9d9
394,Jesuran Rak Sakyi,eng ENG,FWMF,Crystal Palace,18,2002,0.9,0,0,0,0,0,0,1,0.0,1,3,0,3,1,1,0,0,Matches,45685411
395,Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,26,3,Matches,466fb2c5
396,Jacob Ramsey,eng ENG,MF,Aston Villa,20,2001,27.4,67,44,31,28,8,30,69,43.5,39,36,7,29,24,91,28,0,Matches,1544f145
397,Raphinha,br BRA,FWMF,Leeds United,24,1996,32.4,51,29,25,14,12,22,71,31.0,49,43,0,43,29,80,28,1,Matches,3423f250
398,Marcus Rashford,eng ENG,FWMF,Manchester Utd,23,1997,13.7,6,5,1,4,1,2,13,15.4,11,10,1,9,5,11,5,1,Matches,a1d5bd30
399,Milot Rashica,xk KVX,FWMF,Norwich City,25,1996,24.8,31,19,12,12,7,11,30,36.7,19,22,3,19,15,46,23,0,Matches,6c6a3300
400,David Raya,es ESP,GK,Brentford,25,1995,24.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,10,1,Matches,98ea5115
401,Nathan Redmond,eng ENG,MFFW,Southampton,27,1994,20.4,22,14,9,9,4,7,30,23.3,23,21,2,19,8,30,16,0,Matches,ab651565
402,Sergio Reguilón,es ESP,DFMF,Tottenham,24,1996,21.3,40,24,15,18,7,22,43,51.2,21,20,8,12,31,71,45,1,Matches,3353737a
403,Declan Rice,eng ENG,MF,West Ham,22,1999,35.3,80,42,45,32,3,38,71,53.5,33,45,21,24,63,143,52,1,Matches,1c7012b8
404,Taylor Richards,eng ENG,MF,Brighton,20,2000,0.3,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches,e0243d23
405,Richarlison,br BRA,FW,Everton,24,1997,28.0,40,23,18,15,7,15,31,48.4,16,42,4,38,12,52,34,0,Matches,fa031b34
406,Jaïro Riedewald,nl NED,MF,Crystal Palace,24,1996,1.3,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,2,0,Matches,7a1f2c08
407,Matt Ritchie,sct SCO,DF,Newcastle Utd,31,1989,14.9,22,15,10,10,2,10,27,37.0,17,10,2,8,13,35,26,0,Matches,71ef519e
408,Connor Roberts,wls WAL,DF,Burnley,25,1995,18.8,20,13,10,7,3,10,15,66.7,5,25,5,20,22,42,62,1,Matches,24fae784
409,Tyler Roberts,wls WAL,MFFW,Leeds United,22,1999,11.0,16,7,6,7,3,9,16,56.3,7,11,1,10,5,21,11,0,Matches,6c17e046
410,Andrew Robertson,sct SCO,DF,Liverpool,27,1994,28.2,36,21,16,15,5,20,35,57.1,15,24,3,21,23,59,61,0,Matches,2e4f5f03
411,Joe Rodon,wls WAL,DF,Tottenham,23,1997,1.0,0,0,0,0,0,0,0,,0,2,1,1,0,0,7,0,Matches,8d62d31a
412,Rodri,es ESP,MF,Manchester City,25,1996,32.0,72,43,24,38,10,32,59,54.2,27,28,5,23,28,100,45,0,Matches,6434f10d
413,Rodrigo,es ESP,MFFW,Leeds United,30,1991,25.2,20,9,7,6,7,4,32,12.5,28,12,0,12,11,31,27,1,Matches,1fb1c435
414,Jay Rodriguez,eng ENG,FW,Burnley,32,1989,15.4,20,12,8,8,4,4,14,28.6,10,19,1,18,4,24,12,0,Matches,4ab53cdb
415,Mads Roerslev,dk DEN,DF,Brentford,22,1999,13.8,23,12,19,2,2,14,32,43.8,18,14,5,9,16,39,29,0,Matches,57c94db2
416,Cristian Romero,ar ARG,DF,Tottenham,23,1998,20.5,62,39,39,21,2,22,34,64.7,12,46,21,25,33,95,74,1,Matches,a3d94a58
417,Oriol Romeu,es ESP,MF,Southampton,29,1991,32.1,77,39,25,45,7,28,73,38.4,45,39,8,31,51,128,43,0,Matches,4b511457
418,Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,27.3,8,6,1,5,2,2,6,33.3,4,8,0,8,2,10,29,0,Matches,dea698d9
419,Salomón Rondón,ve VEN,FW,Everton,31,1989,8.8,6,1,1,2,3,4,14,28.6,10,5,0,5,0,6,10,0,Matches,b318a643
420,Danny Rose,eng ENG,DF,Watford,31,1990,7.7,16,10,11,4,1,10,24,41.7,14,8,5,3,14,30,11,1,Matches,89d10e53
421,Jon Rowe,eng ENG,FWMF,Norwich City,18,2003,2.5,3,2,2,1,0,2,3,66.7,1,7,0,7,3,6,1,0,Matches,8c12f884
422,John Ruddy,eng ENG,GK,Wolves,34,1986,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches,da8b19e2
423,Antonio Rüdiger,de GER,DF,Chelsea,28,1993,33.7,48,28,29,15,4,36,48,75.0,12,20,11,9,28,76,91,1,Matches,18b896d6
424,Lukas Rupp,de GER,MF,Norwich City,30,1991,8.5,9,4,5,3,1,4,15,26.7,11,11,1,10,9,18,7,0,Matches,3faa1780
425,José Sá,pt POR,GK,Wolves,28,1993,36.5,2,1,2,0,0,2,4,50.0,2,0,0,0,2,4,19,5,Matches,903b6e8b
426,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24,1997,31.2,13,8,6,4,3,3,17,17.6,14,13,2,11,11,24,3,0,Matches,2b16cb1a
427,Romain Saïss,ma MAR,DF,Wolves,31,1990,30.1,40,27,28,11,1,19,33,57.6,14,41,21,20,58,98,158,2,Matches,9fbbcf39
428,Bukayo Saka,eng ENG,FWMF,Arsenal,19,2001,33.1,40,21,12,17,11,13,39,33.3,26,28,2,26,22,62,23,0,Matches,bc7dc64d
429,Mohamed Salah,eg EGY,FW,Liverpool,29,1992,30.7,17,8,5,9,3,6,19,31.6,13,7,1,6,6,23,5,0,Matches,e342ad68
430,Mohammed Salisu,gh GHA,DF,Southampton,22,1999,33.0,80,47,54,22,4,40,65,61.5,25,49,26,23,78,158,158,4,Matches,0b33f6ad
431,Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,12.6,22,18,11,9,2,12,14,85.7,2,12,7,5,13,35,12,4,Matches,1b4f1169
432,Davinson Sánchez,co COL,DF,Tottenham,25,1996,18.1,41,22,25,14,2,19,28,67.9,9,24,16,8,30,71,54,3,Matches,da7b447d
433,Robert Sánchez,es ESP,GK,Brighton,23,1997,37.0,2,1,2,0,0,1,1,100.0,0,1,0,1,0,2,11,4,Matches,6a713852
434,Jadon Sancho,eng ENG,FWMF,Manchester Utd,21,2000,21.1,14,8,9,4,1,8,22,36.4,14,19,0,19,15,29,5,3,Matches,dbf053da
435,Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,4.0,12,8,7,2,3,3,7,42.9,4,13,0,13,10,22,2,1,Matches,6e7f1353
436,Samir Santos,br BRA,DF,Watford,26,1994,18.6,24,11,18,6,0,8,19,42.1,11,21,11,10,43,67,85,3,Matches,92b4758e
437,Josh Sargent,us USA,FWMF,Norwich City,21,2000,17.5,26,14,15,7,4,14,39,35.9,25,29,2,27,11,37,18,2,Matches,a8d4428b
438,Jeremy Sarmiento,ec ECU,FWMF,Brighton,19,2002,0.5,1,1,0,0,1,0,2,0.0,2,2,0,2,0,1,0,0,Matches,ac0d576d
439,Ismaila Sarr,sn SEN,FWMF,Watford,23,1998,20.7,12,7,4,3,5,5,19,26.3,14,10,1,9,9,21,10,0,Matches,bfdb33aa
440,Malang Sarr,fr FRA,DF,Chelsea,22,1999,6.1,14,7,10,2,2,7,12,58.3,5,6,3,3,11,25,20,0,Matches,4315f30d
441,Dane Scarlett,eng ENG,MF,Tottenham,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,21945a9e
442,Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,24.0,16,11,11,3,2,8,16,50.0,8,27,18,9,32,48,95,2,Matches,c8aa95da
443,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,28,1992,20.6,46,25,16,23,7,24,50,48.0,26,39,9,30,18,64,32,0,Matches,3312f911
444,Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,15,2,Matches,53af52f3
445,Ken Sema,se SWE,MFFW,Watford,27,1993,9.5,16,6,11,4,1,9,20,45.0,11,10,0,10,5,21,11,0,Matches,1770bd68
446,Nélson Semedo,pt POR,MFDF,Wolves,27,1993,23.7,58,39,39,17,2,25,49,51.0,24,23,4,19,21,79,64,1,Matches,d04b94db
447,Ryan Sessegnon,eng ENG,DFMF,Tottenham,21,2000,11.6,25,19,14,7,4,11,22,50.0,11,18,3,15,7,32,26,0,Matches,6aa3e78b
448,Jamie Shackleton,eng ENG,DFMF,Leeds United,21,1999,7.9,27,16,19,7,1,13,25,52.0,12,11,7,4,8,35,12,1,Matches,8d03ca5a
449,Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,17.8,21,13,9,9,3,12,21,57.1,9,22,11,11,9,30,22,2,Matches,9c94165b
450,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,22.0,30,17,12,18,0,14,34,41.2,20,22,7,15,22,52,20,2,Matches,3727dd3c
451,Shola Shoretire,eng ENG,MF,Manchester Utd,17,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,00f0482f
452,Francisco Sierralta,cl CHI,DF,Watford,24,1997,4.7,7,3,7,0,0,5,8,62.5,3,7,2,5,6,13,35,0,Matches,0f933743
453,Bernardo Silva,pt POR,MFFW,Manchester City,26,1994,31.7,57,29,19,19,19,31,67,46.3,36,24,2,22,20,77,19,0,Matches,3eb22ec9
454,Fábio Silva,pt POR,FW,Wolves,19,2002,6.4,3,2,0,2,1,0,8,0.0,8,2,0,2,1,4,1,0,Matches,e7aa9d7c
455,Thiago Silva,br BRA,DF,Chelsea,36,1984,29.4,32,21,19,12,1,11,22,50.0,11,54,31,23,44,76,100,0,Matches,86e7deaf
456,Ellis Simms,eng ENG,FW,Everton,20,2001,0.7,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches,26d3b5be
457,Moussa Sissoko,fr FRA,MF,Watford,31,1989,35.8,53,27,27,20,6,28,42,66.7,14,42,13,29,30,83,64,0,Matches,2acd49b9
458,Oliver Skipp,eng ENG,MF,Tottenham,20,2000,15.0,33,19,14,18,1,15,31,48.4,16,19,7,12,12,45,10,1,Matches,6250083a
459,William Smallbone,ie IRL,MFFW,Southampton,21,2000,1.5,4,4,2,2,0,1,3,33.3,2,4,0,4,2,6,0,0,Matches,5e105217
460,Emile Smith Rowe,eng ENG,MFFW,Arsenal,21,2000,21.3,14,7,7,7,0,4,20,20.0,16,18,1,17,15,29,10,1,Matches,17695062
461,Cédric Soares,pt POR,DF,Arsenal,29,1991,16.5,38,26,23,9,6,16,25,64.0,9,18,7,11,16,54,31,1,Matches,839c14e1
462,Tomáš Souček,cz CZE,MF,West Ham,26,1995,34.0,66,32,27,33,6,28,65,43.1,37,34,13,21,52,118,98,1,Matches,6613c819
463,Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,12.2,19,13,10,8,1,8,17,47.1,9,13,1,12,14,33,18,0,Matches,ae59b359
464,Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,27.7,47,30,32,12,3,26,42,61.9,16,44,27,17,32,79,115,1,Matches,21166ff4
465,Tony Springett,eng ENG,MFFW,Norwich City,18,2002,1.6,2,1,1,1,0,1,4,25.0,3,0,0,0,0,2,2,0,Matches,35be8087
466,Jason Steele,eng ENG,GK,Brighton,30,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,28300a16
467,Jed Steer,eng ENG,GK,Aston Villa,28,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,a8a3d139
468,Zack Steffen,us USA,GK,Manchester City,26,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches,42130443
469,Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,4,1,0,3,1,3,8,37.5,5,4,1,3,1,5,1,0,Matches,653ee42d
470,Jack Stephens,eng ENG,DF,Southampton,27,1994,9.0,19,12,13,5,1,6,16,37.5,10,12,7,5,19,38,42,0,Matches,6adbc307
471,Raheem Sterling,eng ENG,FW,Manchester City,26,1994,23.6,23,10,3,11,9,10,23,43.5,13,12,0,12,12,35,3,0,Matches,b400bde0
472,Finley Stevens,wls WAL,DF,Brentford,18,2003,0.2,3,1,0,3,0,1,1,100.0,0,0,0,0,0,3,0,0,Matches,7e003182
473,John Stones,eng ENG,DF,Manchester City,27,1994,12.4,5,3,3,2,0,2,3,66.7,1,3,3,0,11,16,27,1,Matches,5eecec3d
474,Pascal Struijk,nl NED,DFMF,Leeds United,21,1999,22.8,61,39,34,23,4,30,50,60.0,20,35,23,12,33,94,60,2,Matches,f4d296e4
475,Crysencio Summerville,nl NED,MFFW,Leeds United,19,2001,1.4,5,3,1,1,3,2,3,66.7,1,2,0,2,2,7,0,0,Matches,df04eb4b
476,Jakob Sørensen,dk DEN,MFDF,Norwich City,23,1998,6.7,22,11,6,14,2,10,20,50.0,10,7,3,4,10,32,19,0,Matches,953c30b0
477,Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,8.2,14,8,7,6,1,9,19,47.4,10,13,5,8,9,23,31,0,Matches,e9971f2d
478,Matt Targett,eng ENG,DF,Aston Villa,25,1995,15.9,34,18,28,5,1,24,45,53.3,21,16,9,7,23,57,35,0,Matches,e514ab62
479,Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16.0,41,26,26,14,1,24,37,64.9,13,15,4,11,25,66,39,1,Matches,e514ab62
480,James Tarkowski,eng ENG,DF,Burnley,28,1992,34.5,65,45,47,17,1,33,47,70.2,14,75,61,14,48,113,186,4,Matches,15ea812b
481,Nuno Tavares,pt POR,DF,Arsenal,21,2000,13.1,21,14,10,7,4,8,18,44.4,10,15,5,10,9,30,33,1,Matches,a65c844b
482,Charlie Taylor,eng ENG,DF,Burnley,27,1993,30.3,45,26,31,11,3,26,44,59.1,18,42,20,22,58,103,95,2,Matches,cc2d7ad5
483,Nathan Tella,eng ENG,MFFW,Southampton,22,1999,8.9,13,9,5,7,1,6,18,33.3,12,13,0,13,6,19,9,0,Matches,f1e94cd6
484,Alex Telles,br BRA,DF,Manchester Utd,28,1992,18.4,48,27,35,9,4,27,43,62.8,16,17,4,13,26,74,45,0,Matches,e73c9bb2
485,Luke Thomas,eng ENG,DF,Leicester City,20,2001,21.2,50,31,33,13,4,28,65,43.1,37,35,14,21,40,90,55,0,Matches,fc027d02
486,Dominic Thompson,eng ENG,DF,Brentford,21,2000,1.6,1,0,1,0,0,0,1,0.0,1,2,2,0,2,3,3,0,Matches,235a62f8
487,Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,74,38,23,45,6,42,100,42.0,58,47,13,34,21,95,41,3,Matches,56f7a928
488,Kieran Tierney,sct SCO,DF,Arsenal,24,1997,21.3,18,14,11,7,0,10,11,90.9,1,23,5,18,15,33,54,0,Matches,fce2302c
489,Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,18.7,35,17,19,13,3,21,32,65.6,11,22,3,19,24,59,64,2,Matches,b3af9be1
490,James Tomkins,eng ENG,DF,Crystal Palace,32,1989,6.1,8,3,6,2,0,6,8,75.0,2,8,8,0,4,12,18,0,Matches,e7ca0439
491,Ivan Toney,eng ENG,FW,Brentford,25,1996,32.3,33,21,5,20,8,12,38,31.6,26,16,2,14,14,47,44,1,Matches,e09f279b
492,Ferrán Torres,es ESP,FW,Manchester City,21,2000,3.4,2,2,0,1,1,0,3,0.0,3,2,0,2,0,2,1,0,Matches,9e1035f8
493,Cenk Tosun,tr TUR,MF,Everton,30,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,9a104dee
494,Andros Townsend,eng ENG,MFFW,Everton,30,1991,16.2,31,17,15,6,10,15,40,37.5,25,28,2,26,14,45,6,1,Matches,b28bbd58
495,Adama Traoré,es ESP,FWMF,Wolves,25,1996,11.9,8,3,6,0,2,3,7,42.9,4,4,1,3,2,10,1,0,Matches,9a28eba4
496,Bertrand Traoré,bf BFA,MFFW,Aston Villa,25,1995,2.4,3,3,0,1,2,1,2,50.0,1,0,0,0,0,3,1,0,Matches,c47541e0
497,Trézéguet,eg EGY,FW,Aston Villa,26,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,3ae14ed1
498,Francisco Trincão,pt POR,FWMF,Wolves,21,1999,14.8,28,15,9,13,6,3,19,15.8,16,17,1,16,12,40,1,1,Matches,77e39b04
499,Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,4.8,17,10,8,8,1,10,16,62.5,6,10,3,7,10,27,10,0,Matches,21512407
500,William Troost-Ekong,ng NGA,DF,Watford,27,1993,15.4,18,9,11,6,1,10,15,66.7,5,24,14,10,7,25,82,1,Matches,7ed4921e
501,Leandro Trossard,be BEL,FWMF,Brighton,26,1994,31.2,34,20,12,9,13,4,31,12.9,27,33,4,29,15,49,10,0,Matches,38ceb24a
502,Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,9.7,27,12,12,8,7,12,16,75.0,4,6,2,4,10,37,22,2,Matches,f315ca93
503,Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,5.6,5,3,3,2,0,2,5,40.0,3,5,4,1,5,10,12,1,Matches,2baec6ce
504,Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,3,2,1,1,1,1,5,20.0,4,2,0,2,2,5,4,0,Matches,17d45fb2
505,Christos Tzolis,gr GRE,FWMF,Norwich City,19,2002,3.7,5,3,3,1,1,2,9,22.2,7,3,0,3,1,6,1,0,Matches,9f333379
506,Yan Valery,tn TUN,DF,Southampton,22,1999,4.1,8,6,4,3,1,4,9,44.4,5,6,3,3,6,14,19,1,Matches,531a4aa8
507,Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34.0,16,10,11,5,0,11,16,68.8,5,21,14,7,31,47,109,0,Matches,e06683ca
508,Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,20.3,28,19,21,6,1,10,22,45.5,12,18,9,9,18,46,82,1,Matches,9f8e9423
509,Jamie Vardy,eng ENG,FW,Leicester City,34,1987,20.1,6,5,0,4,2,1,7,14.3,6,9,0,9,1,7,17,0,Matches,45963054
510,Joël Veltman,nl NED,DF,Brighton,29,1992,31.9,74,48,47,21,6,21,53,39.6,32,46,16,30,45,119,89,0,Matches,dad4b285
511,Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,6.3,15,10,12,3,0,8,15,53.3,7,10,8,2,7,22,36,0,Matches,1900032e
512,Nikola Vlašić,hr CRO,FWMF,West Ham,23,1997,6.2,11,7,4,6,1,5,20,25.0,15,4,0,4,2,13,1,0,Matches,aa8e289e
513,Matěj Vydra,cz CZE,FW,Burnley,29,1992,7.5,12,7,3,4,5,3,7,42.9,4,5,1,4,0,12,9,0,Matches,0d4ceb32
514,Theo Walcott,eng ENG,MFFW,Southampton,32,1989,4.2,4,2,2,0,2,1,5,20.0,4,3,0,3,5,9,2,0,Matches,1ecb65be
515,Kyle Walker,eng ENG,DF,Manchester City,31,1990,19.5,15,6,7,7,1,8,17,47.1,9,14,4,10,14,29,16,1,Matches,86dd77d1
516,Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,29.3,57,33,28,21,8,26,38,68.4,12,29,8,21,37,94,53,1,Matches,984a5a64
517,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,19.9,49,36,25,18,6,14,20,70.0,6,24,14,10,34,83,41,2,Matches,9e525177
518,Danny Ward,wls WAL,GK,Leicester City,28,1993,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,d3ce0e89
519,Joel Ward,eng ENG,DF,Crystal Palace,31,1989,27.6,44,26,30,11,3,30,57,52.6,27,24,11,13,32,76,107,1,Matches,8a7ff278
520,James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,41,24,12,24,5,19,70,27.1,51,43,15,28,40,81,45,1,Matches,3515d404
521,Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,32.8,17,13,2,7,8,2,15,13.3,13,25,3,22,12,29,27,0,Matches,aed3a70f
522,Adam Webster,eng ENG,DF,Brighton,26,1995,15.9,26,8,17,7,2,13,20,65.0,7,25,17,8,17,43,66,2,Matches,c40b6180
523,Wout Weghorst,nl NED,FW,Burnley,28,1992,16.1,17,9,3,9,5,6,19,31.6,13,16,5,11,6,23,13,0,Matches,c4e87b8b
