,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
526,Esteban Saveljich,me MNE,DF,Rayo Vallecano,30,1991,18.9,18,11,11,7,0,9,15,60.0,6,20,12,8,16,34,69,0,Matches,79f2a5f5
527,Stefan Savić,me MNE,DF,Atlético Madrid,30,1991,27.1,46,20,25,20,1,29,43,67.4,14,19,12,7,37,83,102,1,Matches,f6ac68c1
528,Valentino Scotta,es ESP,DF,Sevilla,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,98529579
529,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,29,1991,4.5,5,3,4,1,0,3,5,60.0,2,4,4,0,5,10,19,0,Matches,a35134ae
530,Javier Serrano,es ESP,MF,Atlético Madrid,18,2003,0.8,3,1,0,3,0,2,4,50.0,2,0,0,0,3,6,2,0,Matches,0a8fd9cb
531,Nicolás Serrano,es ESP,MFFW,Athletic Club,18,2003,3.5,9,6,3,5,1,3,10,30.0,7,5,1,4,2,11,3,0,Matches,2ad0e5e5
532,Salva Sevilla,es ESP,MF,Mallorca,37,1984,16.7,18,12,8,8,2,6,17,35.3,11,12,6,6,14,32,11,0,Matches,75bd85ea
533,David Silva,es ESP,MF,Real Sociedad,35,1986,19.1,28,17,10,11,7,3,20,15.0,17,13,3,10,7,35,12,0,Matches,e2716bd0
534,Jonathan Silva,ar ARG,DFFW,Getafe,27,1994,2.5,10,8,4,4,2,7,12,58.3,5,4,0,4,3,13,7,0,Matches,f2308b33
535,Rui Silva,pt POR,GK,Betis,27,1994,21.8,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,11,1,Matches,ea83bfa6
536,Giuliano Simeone,ar ARG,MF,Atlético Madrid,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,a6536561
537,Unai Simón,es ESP,GK,Athletic Club,24,1997,34.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,1,Matches,5dcf3e90
538,Antonio Sivera,es ESP,GK,Alavés,24,1996,3.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,9970da54
539,Rubén Sobrino,es ESP,MF,Valencia,29,1992,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,0,0,Matches,19b776e9
540,Rubén Sobrino,es ESP,FWMF,Cádiz,29,1992,20.7,28,17,11,10,7,5,35,14.3,30,21,1,20,21,49,18,0,Matches,19b776e9
541,Alex Sola,es ESP,DFFW,Real Sociedad,22,1999,0.5,1,1,1,0,0,1,3,33.3,2,1,0,1,2,3,3,0,Matches,5fa714d5
542,Augusto Solari,ar ARG,MFDF,Celta Vigo,29,1992,7.9,24,12,9,12,3,12,32,37.5,20,14,4,10,7,31,10,1,Matches,3ca6106c
543,Roberto Soldado,es ESP,FW,Levante,36,1985,7.4,3,1,0,1,2,1,3,33.3,2,4,0,4,1,4,7,0,Matches,9d66fbe3
544,Carlos Soler,es ESP,MF,Valencia,24,1997,27.5,29,19,10,15,4,11,37,29.7,26,19,4,15,14,43,28,0,Matches,fed17f5a
545,Son,es ESP,DF,Levante,27,1994,21.9,28,18,16,7,5,17,34,50.0,17,11,5,6,19,47,33,1,Matches,037dbd30
546,David Soria,es ESP,GK,Getafe,28,1993,37.9,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,22,2,Matches,8f8c6934
547,Alberto Soro,es ESP,MFFW,Granada,22,1999,6.4,12,10,3,6,3,1,7,14.3,6,21,2,19,3,15,4,0,Matches,452c3055
548,Hugo Sotelo,es ESP,FW,Celta Vigo,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,3aa74860
549,Damián Suárez,uy URU,DF,Getafe,33,1988,30.1,74,47,34,30,10,42,91,46.2,49,46,5,41,31,105,30,0,Matches,ba5004e1
550,Denis Suárez,es ESP,MF,Celta Vigo,27,1994,31.3,61,29,20,33,8,25,82,30.5,57,32,4,28,16,77,11,0,Matches,12c50af5
551,Luis Suárez,uy URU,FW,Atlético Madrid,34,1987,20.4,8,5,2,4,2,2,10,20.0,8,8,1,7,1,9,14,0,Matches,a6154613
552,Mario Suárez,es ESP,DF,Rayo Vallecano,34,1987,7.9,9,4,7,2,0,3,9,33.3,6,6,4,2,7,16,37,1,Matches,7106f0a0
553,Suso,es ESP,FW,Sevilla,27,1993,4.3,4,3,1,3,0,3,13,23.1,10,4,0,4,0,4,0,0,Matches,4e219ad2
554,Mamadou Sylla,sn SEN,FWMF,Alavés,27,1994,4.4,2,2,0,1,1,0,1,0.0,1,0,0,0,1,3,5,0,Matches,e5ec95f8
555,Mamadou Sylla,sn SEN,FW,Rayo Vallecano,27,1994,2.8,1,1,1,0,0,0,1,0.0,1,2,0,2,4,5,3,0,Matches,e5ec95f8
556,Alexander Sørloth,no NOR,FW,Real Sociedad,25,1995,19.6,20,7,4,10,6,7,17,41.2,10,14,1,13,4,24,15,0,Matches,e92cd3f7
557,Tachi,es ESP,DF,Alavés,23,1997,2.7,6,3,3,3,0,5,7,71.4,2,4,3,1,1,7,9,0,Matches,8b625720
558,Renato Tapia,pe PER,MF,Celta Vigo,26,1995,15.7,50,31,15,31,4,20,50,40.0,30,21,5,16,28,78,43,0,Matches,34269bdf
559,Cristian Tello,es ESP,FW,Betis,29,1991,9.1,17,11,6,7,4,13,31,41.9,18,9,0,9,10,27,6,0,Matches,72a99e38
560,Nahuel Tenaglia,ar ARG,DF,Alavés,25,1996,11.9,42,27,30,9,3,24,37,64.9,13,10,2,8,26,68,42,0,Matches,66654daa
561,Marc Tenas,es ESP,FWMF,Alavés,20,2001,0.6,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,1,Matches,1c5d79e2
562,Marc-André ter Stegen,de GER,GK,Barcelona,29,1992,35.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,13,5,Matches,6f51e382
563,David Timor,es ESP,MF,Getafe,31,1989,3.8,1,1,1,0,0,0,3,0.0,3,3,2,1,1,2,4,1,Matches,174651c8
564,Raúl de Tomás,es ESP,FW,Espanyol,26,1994,32.4,15,11,6,7,2,6,17,35.3,11,12,3,9,6,21,42,1,Matches,02ef8778
565,Raúl Torrente,es ESP,DF,Granada,19,2001,14.2,31,21,18,11,2,16,29,55.2,13,14,9,5,12,43,69,0,Matches,4d753a3f
566,Ferrán Torres,es ESP,FW,Barcelona,21,2000,15.7,10,5,3,4,3,3,7,42.9,4,12,3,9,6,16,7,0,Matches,9e1035f8
567,Óliver Torres,es ESP,MFFW,Sevilla,26,1994,11.2,22,12,8,7,7,8,25,32.0,17,10,1,9,6,28,4,0,Matches,58a9a4d9
568,Pau Torres,es ESP,DF,Villarreal,24,1997,31.7,32,19,23,7,2,18,25,72.0,7,32,23,9,19,51,105,2,Matches,532e1e4f
569,Roberto Torres,es ESP,MFFW,Osasuna,32,1989,9.0,7,4,3,1,3,3,15,20.0,12,8,0,8,8,15,4,0,Matches,d733aa38
570,Lucas Torró,es ESP,MF,Osasuna,27,1994,30.3,71,40,25,38,8,29,57,50.9,28,32,11,21,47,118,55,0,Matches,0e4fef6e
571,Adama Traoré,es ESP,FW,Barcelona,25,1996,4.2,4,2,0,3,1,3,5,60.0,2,2,0,2,4,8,3,1,Matches,9a28eba4
572,Óscar Trejo,ar ARG,MF,Rayo Vallecano,33,1988,22.3,42,24,14,18,10,15,50,30.0,35,26,1,25,13,55,11,0,Matches,fc647b34
573,Manu Trigueros,es ESP,MFFW,Villarreal,29,1991,24.2,45,25,16,18,11,23,66,34.8,43,19,3,16,13,58,17,0,Matches,963829d0
574,Kieran Trippier,eng ENG,DFFW,Atlético Madrid,30,1990,10.8,22,12,12,5,5,12,21,57.1,9,12,1,11,10,32,11,0,Matches,21512407
575,Beñat Turrientes,es ESP,MF,Real Sociedad,19,2002,2.3,0,0,0,0,0,0,4,0.0,4,1,0,1,2,2,2,0,Matches,068f4dec
576,Samuel Umtiti,fr FRA,DF,Barcelona,27,1993,1.0,2,2,2,0,0,1,2,50.0,1,1,1,0,0,2,4,0,Matches,3eed9821
577,Enes Ünal,tr TUR,FW,Getafe,24,1997,31.1,37,22,2,18,17,5,42,11.9,37,25,5,20,5,42,36,0,Matches,f8eca1b6
578,Myrto Uzuni,al ALB,FWMF,Granada,26,1995,9.5,7,4,6,1,0,0,2,0.0,2,13,1,12,10,17,7,0,Matches,01da7812
579,Álvaro Vadillo,es ESP,DFMF,Espanyol,26,1994,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches,61b62b33
580,Óscar Valentín,es ESP,MF,Rayo Vallecano,26,1994,28.5,102,53,46,51,5,44,105,41.9,61,56,10,46,39,141,43,0,Matches,592f3158
581,Germán Valera,es ESP,FW,Real Sociedad,19,2002,0.6,3,2,3,0,0,1,1,100.0,0,0,0,0,0,3,1,0,Matches,84f55b4a
582,Martin Valjent,sk SVK,DF,Mallorca,25,1995,35.3,31,19,18,12,1,13,24,54.2,11,34,26,8,31,62,173,1,Matches,f2c6ac01
583,Jesús Vallejo,es ESP,DF,Real Madrid,24,1997,3.8,7,5,7,0,0,5,6,83.3,1,9,8,1,6,13,16,0,Matches,c2111b45
584,Manu Vallejo,es ESP,MFFW,Alavés,24,1997,4.1,8,2,1,4,3,4,13,30.8,9,7,0,7,0,8,4,0,Matches,0bc4e720
585,Manu Vallejo,es ESP,FWMF,Valencia,24,1997,1.1,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,1,0,Matches,0bc4e720
586,Federico Valverde,uy URU,MF,Real Madrid,23,1998,20.4,36,16,11,16,9,12,31,38.7,19,23,5,18,24,60,12,0,Matches,0959c2a2
587,José Luis García Vayá,es ESP,MF,Levante,22,1998,22.4,46,27,10,31,5,16,41,39.0,25,24,5,19,38,84,30,0,Matches,27dc1378
588,Jesus Vazquez,es ESP,DF,Valencia,18,2003,9.0,24,13,10,8,6,10,22,45.5,12,16,3,13,9,33,19,0,Matches,106c142c
589,Kevin Vázquez,es ESP,DF,Celta Vigo,28,1993,14.8,34,24,12,13,9,14,28,50.0,14,20,7,13,36,70,34,0,Matches,ee923664
590,Lucas Vázquez,es ESP,DF,Real Madrid,30,1991,20.4,43,22,24,9,10,17,35,48.6,18,25,7,18,20,63,41,1,Matches,fd51b456
591,Gabriel Veiga,es ESP,MF,Celta Vigo,19,2002,1.2,5,4,0,4,1,3,12,25.0,9,2,0,2,4,9,1,0,Matches,35a6e5c7
592,Unai Vencedor Paris,es ESP,MF,Athletic Club,20,2000,26.5,26,11,11,9,6,8,42,19.0,34,31,13,18,19,45,22,0,Matches,4112ace5
593,Gonzalo Verdú,es ESP,DF,Elche,32,1988,15.5,19,9,15,4,0,8,16,50.0,8,20,14,6,13,32,59,1,Matches,1c2c55fc
594,Mikel Vesga,es ESP,MF,Athletic Club,28,1993,15.1,27,14,7,18,2,11,31,35.5,20,16,5,11,20,47,34,2,Matches,b0fce72c
595,Rúben Vezo,pt POR,DF,Levante,27,1994,26.9,41,29,28,12,1,26,41,63.4,15,41,25,16,36,77,105,1,Matches,c67cd65c
596,Aleix Vidal,es ESP,DFMF,Espanyol,31,1989,21.1,31,25,17,9,5,19,39,48.7,20,19,6,13,25,56,35,2,Matches,04965583
597,Nacho Vidal,es ESP,DF,Osasuna,26,1995,32.2,83,47,49,25,9,39,77,50.6,38,32,14,18,58,141,79,0,Matches,3a9c4b7b
598,Dídac Vilà,es ESP,DFMF,Espanyol,32,1989,2.3,7,5,2,5,0,4,9,44.4,5,2,1,1,3,10,8,0,Matches,bad38a94
599,Tonny Vilhena,nl NED,MFFW,Espanyol,26,1995,10.3,16,6,7,8,1,7,21,33.3,14,10,2,8,8,24,17,0,Matches,c7069d87
600,Daniel Villahermosa,es ESP,MF,Espanyol,20,2001,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,de903ae2
601,Asier Villalibre,es ESP,FW,Athletic Club,23,1997,6.1,4,3,2,1,1,1,2,50.0,1,3,1,2,1,5,7,0,Matches,57be54ec
602,Gonzalo Villar,es ESP,MF,Getafe,23,1998,3.3,5,3,4,1,0,2,5,40.0,3,4,1,3,1,6,1,0,Matches,bdc74a8f
603,Vitolo,es ESP,MF,Getafe,31,1989,2.5,3,2,1,1,1,2,5,40.0,3,3,0,3,1,4,1,0,Matches,db750822
604,Daniel Vivian,es ESP,DF,Athletic Club,22,1999,22.1,32,21,24,7,1,17,24,70.8,7,20,15,5,26,58,107,1,Matches,ab7bf91d
605,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29,1992,10.2,27,17,14,12,1,12,20,60.0,8,10,1,9,12,39,30,0,Matches,46a8347f
606,Nikola Vukčević,me MNE,MF,Levante,29,1991,1.3,3,2,2,1,0,0,1,0.0,1,2,0,2,2,5,1,0,Matches,4442fbcd
607,Daniel Wass,dk DEN,DFFW,Atlético Madrid,32,1989,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches,d83bbc54
608,Daniel Wass,dk DEN,MF,Valencia,32,1989,17.6,23,13,6,14,3,8,31,25.8,23,13,2,11,13,36,19,0,Matches,d83bbc54
609,Iñaki Williams,gh GHA,FW,Athletic Club,27,1994,30.9,14,5,1,6,7,5,17,29.4,12,18,3,15,3,17,20,0,Matches,6a99e0b1
610,Nico Williams,es ESP,MF,Athletic Club,19,2002,14.9,20,10,6,11,3,10,31,32.3,21,18,2,16,5,25,9,0,Matches,afdc14d7
611,Okay Yokuşlu,tr TUR,DFMF,Getafe,27,1994,5.2,9,8,6,2,1,5,5,100.0,0,7,5,2,5,14,17,0,Matches,e49ce451
612,Okay Yokuşlu,tr TUR,DFMF,Celta Vigo,27,1994,1.6,4,1,2,1,1,2,3,66.7,1,2,1,1,2,6,6,0,Matches,e49ce451
613,Joseba Zaldúa,es ESP,DF,Real Sociedad,29,1992,13.0,31,22,20,8,3,16,22,72.7,6,14,4,10,13,44,35,0,Matches,5ca20b7a
614,Oier Zarraga,es ESP,MF,Athletic Club,22,1999,13.0,13,5,4,7,2,3,28,10.7,25,17,10,7,19,32,10,0,Matches,968a1c2f
615,Luca Zidane,fr FRA,GK,Rayo Vallecano,23,1998,7.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Matches,c818c4d9
616,Igor Zubeldia,es ESP,DF,Real Sociedad,24,1997,18.3,20,10,12,8,0,12,18,66.7,6,16,6,10,27,47,53,0,Matches,5c7845f6
617,Martín Zubimendi,es ESP,MF,Real Sociedad,22,1999,28.8,52,25,19,30,3,22,44,50.0,22,30,13,17,49,101,48,1,Matches,3ee0dd59
