,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Receiving,Receiving,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
545,Son,es ESP,DF,Levante,27,1994,21.9,1242,56,397,515,346,32,1242,19,39,48.7,35,4,716,53,Matches,037dbd30
546,David Soria,es ESP,GK,Getafe,28,1993,37.9,1261,1021,1256,5,0,0,1261,0,0,,2,0,397,0,Matches,8f8c6934
547,Alberto Soro,es ESP,MFFW,Granada,22,1999,6.4,258,6,59,95,107,19,258,6,11,54.5,18,14,152,27,Matches,452c3055
548,Hugo Sotelo,es ESP,FW,Celta Vigo,17,2003,0.0,1,0,1,0,0,0,1,0,0,,0,0,1,0,Matches,3aa74860
549,Damián Suárez,uy URU,DF,Getafe,33,1988,30.1,1731,64,407,854,498,12,1731,15,42,35.7,40,14,854,44,Matches,ba5004e1
550,Denis Suárez,es ESP,MF,Celta Vigo,27,1994,31.3,2334,26,303,1421,639,35,2334,42,82,51.2,57,17,1653,58,Matches,12c50af5
551,Luis Suárez,uy URU,FW,Atlético Madrid,34,1987,20.4,678,16,53,288,338,85,675,6,23,26.1,47,10,519,99,Matches,a6154613
552,Mario Suárez,es ESP,DF,Rayo Vallecano,34,1987,7.9,408,60,211,183,17,10,408,4,6,66.7,4,2,218,2,Matches,7106f0a0
553,Suso,es ESP,FW,Sevilla,27,1993,4.3,215,1,10,89,118,11,215,7,12,58.3,8,2,180,24,Matches,4e219ad2
554,Mamadou Sylla,sn SEN,FWMF,Alavés,27,1994,4.4,110,5,9,41,61,10,110,3,7,42.9,16,2,78,24,Matches,e5ec95f8
555,Mamadou Sylla,sn SEN,FW,Rayo Vallecano,27,1994,2.8,115,3,13,50,54,20,115,4,8,50.0,9,2,74,17,Matches,e5ec95f8
556,Alexander Sørloth,no NOR,FW,Real Sociedad,25,1995,19.6,685,19,48,308,343,93,685,38,66,57.6,71,52,541,107,Matches,e92cd3f7
557,Tachi,es ESP,DF,Alavés,23,1997,2.7,114,13,52,54,8,1,114,0,0,,2,0,47,0,Matches,8b625720
558,Renato Tapia,pe PER,MF,Celta Vigo,26,1995,15.7,1061,58,291,694,82,9,1061,6,15,40.0,11,13,613,5,Matches,34269bdf
559,Cristian Tello,es ESP,FW,Betis,29,1991,9.1,481,7,61,184,239,34,481,10,27,37.0,14,13,347,60,Matches,72a99e38
560,Nahuel Tenaglia,ar ARG,DF,Alavés,25,1996,11.9,630,43,250,263,120,8,630,7,11,63.6,14,6,235,6,Matches,66654daa
561,Marc Tenas,es ESP,FWMF,Alavés,20,2001,0.6,27,2,5,10,13,1,27,1,1,100.0,4,1,23,0,Matches,1c5d79e2
562,Marc-André ter Stegen,de GER,GK,Barcelona,29,1992,35.0,1338,1100,1326,12,0,0,1338,2,2,100.0,0,0,802,0,Matches,6f51e382
563,David Timor,es ESP,MF,Getafe,31,1989,3.8,206,8,38,133,39,1,206,1,2,50.0,1,5,120,4,Matches,174651c8
564,Raúl de Tomás,es ESP,FW,Espanyol,26,1994,32.4,1094,46,126,482,503,126,1089,50,72,69.4,87,60,877,166,Matches,02ef8778
565,Raúl Torrente,es ESP,DF,Granada,19,2001,14.2,754,106,425,315,18,5,754,1,1,100.0,3,0,423,0,Matches,4d753a3f
566,Ferrán Torres,es ESP,FW,Barcelona,21,2000,15.7,762,11,58,300,411,86,761,13,37,35.1,45,20,636,129,Matches,9e1035f8
567,Óliver Torres,es ESP,MFFW,Sevilla,26,1994,11.2,768,10,130,431,221,23,768,15,26,57.7,17,21,586,37,Matches,58a9a4d9
568,Pau Torres,es ESP,DF,Villarreal,24,1997,31.7,2251,224,1065,1090,117,34,2251,25,28,89.3,25,5,1561,8,Matches,532e1e4f
569,Roberto Torres,es ESP,MFFW,Osasuna,32,1989,9.0,505,6,73,211,227,11,503,5,12,41.7,12,5,325,29,Matches,d733aa38
570,Lucas Torró,es ESP,MF,Osasuna,27,1994,30.3,1623,85,376,1012,253,38,1623,22,25,88.0,33,23,830,27,Matches,0e4fef6e
571,Adama Traoré,es ESP,FW,Barcelona,25,1996,4.2,217,3,10,73,138,26,217,24,35,68.6,11,5,169,26,Matches,9a28eba4
572,Óscar Trejo,ar ARG,MF,Rayo Vallecano,33,1988,22.3,1353,17,129,741,514,52,1350,82,127,64.6,78,66,921,97,Matches,fc647b34
573,Manu Trigueros,es ESP,MFFW,Villarreal,29,1991,24.2,1433,43,207,787,443,55,1433,8,15,53.3,35,27,1090,99,Matches,963829d0
574,Kieran Trippier,eng ENG,DFFW,Atlético Madrid,30,1990,10.8,848,24,222,386,245,6,848,7,12,58.3,9,4,552,29,Matches,21512407
575,Beñat Turrientes,es ESP,MF,Real Sociedad,19,2002,2.3,111,2,12,59,43,4,111,7,11,63.6,2,3,80,5,Matches,068f4dec
576,Samuel Umtiti,fr FRA,DF,Barcelona,27,1993,1.0,57,10,32,26,0,0,57,0,0,,0,0,35,0,Matches,3eed9821
577,Enes Ünal,tr TUR,FW,Getafe,24,1997,31.1,1063,34,71,503,496,127,1059,25,48,52.1,109,55,804,125,Matches,f8eca1b6
578,Myrto Uzuni,al ALB,FWMF,Granada,26,1995,9.5,334,16,66,126,149,31,334,9,22,40.9,29,9,179,28,Matches,01da7812
579,Álvaro Vadillo,es ESP,DFMF,Espanyol,26,1994,0.1,13,1,5,4,4,1,13,0,0,,0,0,10,1,Matches,61b62b33
580,Óscar Valentín,es ESP,MF,Rayo Vallecano,26,1994,28.5,1656,84,445,1077,155,9,1656,16,20,80.0,34,11,926,7,Matches,592f3158
581,Germán Valera,es ESP,FW,Real Sociedad,19,2002,0.6,33,0,9,6,18,0,33,2,7,28.6,4,1,23,2,Matches,84f55b4a
582,Martin Valjent,sk SVK,DF,Mallorca,25,1995,35.3,1700,289,1044,614,51,10,1700,4,6,66.7,11,3,954,4,Matches,f2c6ac01
583,Jesús Vallejo,es ESP,DF,Real Madrid,24,1997,3.8,265,61,172,82,13,2,265,2,4,50.0,0,0,170,0,Matches,c2111b45
584,Manu Vallejo,es ESP,MFFW,Alavés,24,1997,4.1,166,3,17,76,75,8,166,1,10,10.0,13,4,96,21,Matches,0bc4e720
585,Manu Vallejo,es ESP,FWMF,Valencia,24,1997,1.1,49,1,5,11,33,6,49,0,0,,2,3,30,5,Matches,0bc4e720
586,Federico Valverde,uy URU,MF,Real Madrid,23,1998,20.4,1370,32,216,711,469,39,1370,32,50,64.0,26,9,1033,59,Matches,0959c2a2
587,José Luis García Vayá,es ESP,MF,Levante,22,1998,22.4,1474,54,363,865,269,13,1474,13,20,65.0,25,10,983,20,Matches,27dc1378
588,Jesus Vazquez,es ESP,DF,Valencia,18,2003,9.0,466,25,125,192,160,14,466,25,34,73.5,29,10,207,17,Matches,106c142c
589,Kevin Vázquez,es ESP,DF,Celta Vigo,28,1993,14.8,1030,41,260,492,287,15,1030,11,16,68.8,21,12,536,37,Matches,ee923664
590,Lucas Vázquez,es ESP,DF,Real Madrid,30,1991,20.4,1750,69,490,730,537,55,1750,18,31,58.1,36,19,1304,69,Matches,fd51b456
591,Gabriel Veiga,es ESP,MF,Celta Vigo,19,2002,1.2,92,0,9,60,27,1,92,6,7,85.7,3,1,54,2,Matches,35a6e5c7
592,Unai Vencedor Paris,es ESP,MF,Athletic Club,20,2000,26.5,1506,65,294,864,360,22,1506,25,30,83.3,25,22,1019,21,Matches,4112ace5
593,Gonzalo Verdú,es ESP,DF,Elche,32,1988,15.5,844,125,507,327,11,4,844,0,0,,4,0,557,0,Matches,1c2c55fc
594,Mikel Vesga,es ESP,MF,Athletic Club,28,1993,15.1,877,49,179,550,154,16,877,9,15,60.0,18,10,539,14,Matches,b0fce72c
595,Rúben Vezo,pt POR,DF,Levante,27,1994,26.9,1549,209,844,649,64,24,1549,5,8,62.5,13,5,951,7,Matches,c67cd65c
596,Aleix Vidal,es ESP,DFMF,Espanyol,31,1989,21.1,1279,66,398,489,402,18,1279,12,32,37.5,25,15,753,56,Matches,04965583
597,Nacho Vidal,es ESP,DF,Osasuna,26,1995,32.2,1892,124,587,824,499,30,1892,23,48,47.9,44,9,852,29,Matches,3a9c4b7b
598,Dídac Vilà,es ESP,DFMF,Espanyol,32,1989,2.3,114,12,40,42,32,3,114,1,1,100.0,6,0,58,3,Matches,bad38a94
599,Tonny Vilhena,nl NED,MFFW,Espanyol,26,1995,10.3,449,25,101,182,172,20,449,12,17,70.6,23,12,289,39,Matches,c7069d87
600,Daniel Villahermosa,es ESP,MF,Espanyol,20,2001,0.3,9,1,2,7,0,0,9,1,1,100.0,1,1,9,0,Matches,de903ae2
601,Asier Villalibre,es ESP,FW,Athletic Club,23,1997,6.1,182,11,15,79,90,27,182,4,5,80.0,18,14,158,48,Matches,57be54ec
602,Gonzalo Villar,es ESP,MF,Getafe,23,1998,3.3,179,3,32,125,23,2,179,8,8,100.0,6,4,119,2,Matches,bdc74a8f
603,Vitolo,es ESP,MF,Getafe,31,1989,2.5,137,2,11,60,67,7,137,5,9,55.6,4,2,112,16,Matches,db750822
604,Daniel Vivian,es ESP,DF,Athletic Club,22,1999,22.1,1183,183,686,464,46,20,1183,4,5,80.0,14,6,606,0,Matches,ab7bf91d
605,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29,1992,10.2,712,34,213,310,190,10,712,5,7,71.4,14,7,402,12,Matches,46a8347f
606,Nikola Vukčević,me MNE,MF,Levante,29,1991,1.3,90,6,25,62,6,0,90,1,1,100.0,2,0,40,0,Matches,4442fbcd
607,Daniel Wass,dk DEN,DFFW,Atlético Madrid,32,1989,0.5,28,1,10,10,9,0,28,1,1,100.0,0,0,12,1,Matches,d83bbc54
608,Daniel Wass,dk DEN,MF,Valencia,32,1989,17.6,818,32,145,495,184,11,818,7,9,77.8,11,7,466,17,Matches,d83bbc54
609,Iñaki Williams,gh GHA,FW,Athletic Club,27,1994,30.9,999,27,55,365,590,192,998,28,56,50.0,90,42,805,302,Matches,6a99e0b1
610,Nico Williams,es ESP,MF,Athletic Club,19,2002,14.9,689,9,87,224,393,82,689,44,90,48.9,39,28,494,77,Matches,afdc14d7
611,Okay Yokuşlu,tr TUR,DFMF,Getafe,27,1994,5.2,248,29,122,112,20,3,248,5,5,100.0,5,3,129,2,Matches,e49ce451
612,Okay Yokuşlu,tr TUR,DFMF,Celta Vigo,27,1994,1.6,96,11,37,46,13,3,96,2,2,100.0,0,1,53,0,Matches,e49ce451
613,Joseba Zaldúa,es ESP,DF,Real Sociedad,29,1992,13.0,740,49,245,330,172,7,740,3,8,37.5,11,7,383,24,Matches,5ca20b7a
614,Oier Zarraga,es ESP,MF,Athletic Club,22,1999,13.0,623,22,128,321,180,18,622,4,8,50.0,20,9,414,28,Matches,968a1c2f
615,Luca Zidane,fr FRA,GK,Rayo Vallecano,23,1998,7.2,248,210,248,0,0,0,248,2,2,100.0,0,0,103,0,Matches,c818c4d9
616,Igor Zubeldia,es ESP,DF,Real Sociedad,24,1997,18.3,1198,115,574,586,41,12,1198,3,6,50.0,7,1,811,3,Matches,5c7845f6
617,Martín Zubimendi,es ESP,MF,Real Sociedad,22,1999,28.8,1744,108,447,1117,194,30,1744,17,24,70.8,27,12,1187,23,Matches,3ee0dd59
