,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
554,Mamadou Sylla,sn SEN,FWMF,Alavés,27,1994,13,4,394,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.8,0.14,0.03,0.18,0.14,0.18,Matches,e5ec95f8
555,Mamadou Sylla,sn SEN,FW,Rayo Vallecano,27,1994,12,1,253,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.3,2.0,0.57,0.12,0.69,0.57,0.69,Matches,e5ec95f8
556,Alexander Sørloth,no NOR,FW,Real Sociedad,25,1995,33,20,1763,19.6,4,0,4,0,0,2,0,0.20,0.00,0.20,0.20,0.20,6.9,6.9,3.8,10.7,0.35,0.20,0.55,0.35,0.55,Matches,e92cd3f7
557,Tachi,es ESP,DF,Alavés,23,1997,5,2,239,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,8b625720
558,Renato Tapia,pe PER,MF,Celta Vigo,26,1995,29,13,1412,15.7,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,1.0,0.05,0.02,0.06,0.05,0.06,Matches,34269bdf
559,Cristian Tello,es ESP,FW,Betis,29,1991,23,5,819,9.1,2,2,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,2.3,2.3,2.1,4.4,0.25,0.23,0.49,0.25,0.49,Matches,72a99e38
560,Nahuel Tenaglia,ar ARG,DF,Alavés,25,1996,14,12,1073,11.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches,66654daa
561,Marc Tenas,es ESP,FWMF,Alavés,20,2001,3,0,54,0.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.29,0.29,0.00,0.29,Matches,1c5d79e2
562,Marc-André ter Stegen,de GER,GK,Barcelona,29,1992,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,6f51e382
563,David Timor,es ESP,MF,Getafe,31,1989,7,3,341,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.01,0.06,0.05,0.06,Matches,174651c8
564,Raúl de Tomás,es ESP,FW,Espanyol,26,1994,34,33,2914,32.4,17,3,12,5,5,7,2,0.53,0.09,0.62,0.37,0.46,15.5,11.6,1.9,13.5,0.48,0.06,0.54,0.36,0.42,Matches,02ef8778
565,Raúl Torrente,es ESP,DF,Granada,19,2001,18,15,1282,14.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.02,0.04,0.06,0.02,0.06,Matches,4d753a3f
566,Ferrán Torres,es ESP,FW,Barcelona,21,2000,18,17,1412,15.7,4,4,3,1,1,1,0,0.25,0.25,0.51,0.19,0.45,7.2,6.4,2.8,9.3,0.46,0.18,0.64,0.41,0.59,Matches,9e1035f8
567,Óliver Torres,es ESP,MFFW,Sevilla,26,1994,26,11,1008,11.2,2,3,2,0,0,2,0,0.18,0.27,0.45,0.18,0.45,1.0,1.0,1.8,2.8,0.09,0.16,0.25,0.09,0.25,Matches,58a9a4d9
568,Pau Torres,es ESP,DF,Villarreal,24,1997,33,33,2855,31.7,5,1,5,0,0,5,0,0.16,0.03,0.19,0.16,0.19,3.9,3.9,1.4,5.3,0.12,0.04,0.17,0.12,0.17,Matches,532e1e4f
569,Roberto Torres,es ESP,MFFW,Osasuna,32,1989,28,6,809,9.0,2,2,0,2,2,3,0,0.22,0.22,0.44,0.00,0.22,2.2,0.6,2.5,3.1,0.24,0.27,0.52,0.07,0.34,Matches,d733aa38
570,Lucas Torró,es ESP,MF,Osasuna,27,1994,33,32,2725,30.3,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,2.0,2.0,0.8,2.7,0.06,0.03,0.09,0.06,0.09,Matches,0e4fef6e
571,Adama Traoré,es ESP,FW,Barcelona,25,1996,11,4,382,4.2,0,2,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,0.9,0.9,1.0,1.9,0.20,0.24,0.44,0.20,0.44,Matches,9a28eba4
572,Óscar Trejo,ar ARG,MF,Rayo Vallecano,33,1988,32,24,2007,22.3,3,9,0,3,3,13,0,0.13,0.40,0.54,0.00,0.40,3.8,1.5,6.2,7.7,0.17,0.28,0.45,0.07,0.35,Matches,fc647b34
573,Manu Trigueros,es ESP,MFFW,Villarreal,29,1991,35,27,2178,24.2,6,4,6,0,0,3,0,0.25,0.17,0.41,0.25,0.41,6.2,6.2,3.3,9.4,0.25,0.14,0.39,0.25,0.39,Matches,963829d0
574,Kieran Trippier,eng ENG,DFFW,Atlético Madrid,30,1990,15,12,976,10.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.5,0.02,0.03,0.05,0.02,0.05,Matches,21512407
575,Beñat Turrientes,es ESP,MF,Real Sociedad,19,2002,8,1,207,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.25,0.10,0.35,0.25,0.35,Matches,068f4dec
576,Samuel Umtiti,fr FRA,DF,Barcelona,27,1993,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3eed9821
577,Enes Ünal,tr TUR,FW,Getafe,24,1997,37,33,2798,31.1,16,1,14,2,4,8,0,0.51,0.03,0.55,0.45,0.48,11.0,7.9,2.2,10.2,0.36,0.07,0.43,0.26,0.33,Matches,f8eca1b6
578,Myrto Uzuni,al ALB,FWMF,Granada,26,1995,15,9,856,9.5,1,1,1,0,0,4,0,0.11,0.11,0.21,0.11,0.21,1.3,1.3,1.3,2.6,0.14,0.13,0.27,0.14,0.27,Matches,01da7812
579,Álvaro Vadillo,es ESP,DFMF,Espanyol,26,1994,3,0,7,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,61b62b33
580,Óscar Valentín,es ESP,MF,Rayo Vallecano,26,1994,35,29,2569,28.5,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,1.3,2.8,0.05,0.04,0.10,0.05,0.10,Matches,592f3158
581,Germán Valera,es ESP,FW,Real Sociedad,19,2002,3,0,51,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches,84f55b4a
582,Martin Valjent,sk SVK,DF,Mallorca,25,1995,36,36,3181,35.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.01,0.02,0.03,0.01,0.03,Matches,f2c6ac01
583,Jesús Vallejo,es ESP,DF,Real Madrid,24,1997,5,4,341,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,c2111b45
584,Manu Vallejo,es ESP,MFFW,Alavés,24,1997,11,2,370,4.1,1,1,1,0,0,0,0,0.24,0.24,0.49,0.24,0.49,0.7,0.7,0.4,1.1,0.17,0.10,0.27,0.17,0.27,Matches,0bc4e720
585,Manu Vallejo,es ESP,FWMF,Valencia,24,1997,9,0,98,1.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.15,0.15,0.31,0.15,0.31,Matches,0bc4e720
586,Federico Valverde,uy URU,MF,Real Madrid,23,1998,31,19,1833,20.4,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,1.5,1.5,2.2,3.7,0.07,0.11,0.18,0.07,0.18,Matches,0959c2a2
587,José Luis García Vayá,es ESP,MF,Levante,22,1998,29,23,2012,22.4,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,2.6,3.5,0.04,0.12,0.15,0.04,0.15,Matches,27dc1378
588,Jesus Vazquez,es ESP,DF,Valencia,18,2003,15,8,813,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.08,0.02,0.10,0.08,0.10,Matches,106c142c
589,Kevin Vázquez,es ESP,DF,Celta Vigo,28,1993,17,16,1334,14.8,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,1.2,1.7,0.04,0.08,0.12,0.04,0.12,Matches,ee923664
590,Lucas Vázquez,es ESP,DF,Real Madrid,30,1991,29,20,1833,20.4,3,0,3,0,0,3,0,0.15,0.00,0.15,0.15,0.15,2.2,2.2,3.1,5.2,0.11,0.15,0.26,0.11,0.26,Matches,fd51b456
591,Gabriel Veiga,es ESP,MF,Celta Vigo,19,2002,7,0,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.02,0.06,0.04,0.06,Matches,35a6e5c7
592,Unai Vencedor Paris,es ESP,MF,Athletic Club,20,2000,34,29,2383,26.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.9,2.1,0.05,0.03,0.08,0.05,0.08,Matches,4112ace5
593,Gonzalo Verdú,es ESP,DF,Elche,32,1988,19,16,1397,15.5,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,1c2c55fc
594,Mikel Vesga,es ESP,MF,Athletic Club,28,1993,32,17,1358,15.1,2,0,2,0,0,7,2,0.13,0.00,0.13,0.13,0.13,1.2,1.2,1.1,2.4,0.08,0.07,0.16,0.08,0.16,Matches,b0fce72c
595,Rúben Vezo,pt POR,DF,Levante,27,1994,32,27,2420,26.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.03,0.03,0.05,0.03,0.05,Matches,c67cd65c
596,Aleix Vidal,es ESP,DFMF,Espanyol,31,1989,31,21,1901,21.1,2,0,2,0,0,10,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,2.3,3.2,0.04,0.11,0.15,0.04,0.15,Matches,04965583
597,Nacho Vidal,es ESP,DF,Osasuna,26,1995,35,33,2902,32.2,0,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,1.5,1.5,2.5,4.0,0.05,0.08,0.12,0.05,0.12,Matches,3a9c4b7b
598,Dídac Vilà,es ESP,DFMF,Espanyol,32,1989,9,1,203,2.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.07,0.07,0.00,0.07,Matches,bad38a94
599,Tonny Vilhena,nl NED,MFFW,Espanyol,26,1995,17,13,928,10.3,1,1,1,0,0,4,0,0.10,0.10,0.19,0.10,0.19,1.0,1.0,1.0,2.1,0.10,0.10,0.20,0.10,0.20,Matches,c7069d87
600,Daniel Villahermosa,es ESP,MF,Espanyol,20,2001,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,de903ae2
601,Asier Villalibre,es ESP,FW,Athletic Club,23,1997,19,3,548,6.1,2,0,2,0,0,0,0,0.33,0.00,0.33,0.33,0.33,2.7,2.7,0.1,2.9,0.45,0.02,0.47,0.45,0.47,Matches,57be54ec
602,Gonzalo Villar,es ESP,MF,Getafe,23,1998,10,2,298,3.3,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.5,0.5,0.3,0.7,0.14,0.08,0.22,0.14,0.22,Matches,bdc74a8f
603,Vitolo,es ESP,MF,Getafe,31,1989,7,1,221,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.07,0.08,0.01,0.08,Matches,db750822
604,Daniel Vivian,es ESP,DF,Athletic Club,22,1999,24,22,1986,22.1,2,1,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,1.6,1.6,0.5,2.0,0.07,0.02,0.09,0.07,0.09,Matches,ab7bf91d
605,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29,1992,21,10,914,10.2,1,2,1,0,0,4,0,0.10,0.20,0.30,0.10,0.30,1.1,1.1,0.5,1.6,0.11,0.05,0.16,0.11,0.16,Matches,46a8347f
606,Nikola Vukčević,me MNE,MF,Levante,29,1991,6,0,118,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.05,0.07,0.02,0.07,Matches,4442fbcd
607,Daniel Wass,dk DEN,DFFW,Atlético Madrid,32,1989,1,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d83bbc54
608,Daniel Wass,dk DEN,MF,Valencia,32,1989,19,19,1582,17.6,1,1,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,2.2,2.2,0.9,3.1,0.13,0.05,0.18,0.13,0.18,Matches,d83bbc54
609,Iñaki Williams,gh GHA,FW,Athletic Club,27,1994,38,32,2777,30.9,8,5,7,1,1,4,0,0.26,0.16,0.42,0.23,0.39,15.0,14.2,6.0,20.3,0.49,0.20,0.68,0.46,0.66,Matches,6a99e0b1
610,Nico Williams,es ESP,MF,Athletic Club,19,2002,34,11,1337,14.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,3.5,3.5,1.5,5.1,0.24,0.10,0.34,0.24,0.34,Matches,afdc14d7
611,Okay Yokuşlu,tr TUR,DFMF,Getafe,27,1994,11,5,465,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches,e49ce451
612,Okay Yokuşlu,tr TUR,DFMF,Celta Vigo,27,1994,8,1,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches,e49ce451
613,Joseba Zaldúa,es ESP,DF,Real Sociedad,29,1992,24,14,1172,13.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.01,0.01,0.03,0.01,0.03,Matches,5ca20b7a
614,Oier Zarraga,es ESP,MF,Athletic Club,22,1999,31,8,1166,13.0,1,0,0,1,1,5,0,0.08,0.00,0.08,0.00,0.00,1.5,0.7,0.2,0.9,0.12,0.01,0.13,0.06,0.07,Matches,968a1c2f
615,Luca Zidane,fr FRA,GK,Rayo Vallecano,23,1998,8,8,645,7.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c818c4d9
616,Igor Zubeldia,es ESP,DF,Real Sociedad,24,1997,26,19,1648,18.3,0,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.9,0.9,1.0,1.9,0.05,0.06,0.10,0.05,0.10,Matches,5c7845f6
617,Martín Zubimendi,es ESP,MF,Real Sociedad,22,1999,36,26,2591,28.8,2,1,2,0,0,4,0,0.07,0.03,0.10,0.07,0.10,2.3,2.3,0.8,3.2,0.08,0.03,0.11,0.08,0.11,Matches,3ee0dd59
