,Unnamed: 0,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xAG,npxG+xAG,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,shoot.90s,shoot.Gls,shoot.Sh,shoot.SoT,shoot.SoT%,shoot.Sh/90,shoot.SoT/90,shoot.G/Sh,shoot.G/SoT,shoot.Dist,shoot.FK,shoot.PK,shoot.PKatt,shoot.xG,shoot.npxG,shoot.npxG/Sh,shoot.G-xG,shoot.np:G-xG,pass.90s,pass.Cmp,pass.Att,pass.Cmp%,pass.TotDist,pass.PrgDist,pass.short.Cmp,pass.short.Att,pass.short.Cmp%,pass.med.Cmp,pass.med.Att,pass.med.Cmp%,pass.long.Cmp,pass.long.Att,pass.long.Cmp%,pass.Ast,pass.xAG,pass.xA,pass.A-xAG,pass.KP,pass.1/3,pass.PPA,pass.CrsPA,pass.Prog,defense.90s,defense.Plyrs_Tkld,defense.TklW,defense.Def 3rd,defense.Mid 3rd,defense.Att 3rd,defense.Tkl_Drib,defense.Att,defense.Tkl%,defense.Past,defense.Blocks,defense.Sh,defense.Pass,defense.Int,defense.Tkl+Int,defense.Clr,defense.Err,pos.90s,pos.Touches,pos.Def Pen,pos.Def 3rd,pos.Mid 3rd,pos.Att 3rd,pos.Att Pen,pos.Live,pos.drib.Succ,pos.drib.Att,pos.drib.Succ%,pos.drib.Mis,pos.drib.Dis,pos.rec.Rec,pos.rec.Prog,sca.S.90s,sca.S.SCA,sca.S.SCA90,sca.S.PassLive,sca.S.PassDead,sca.S.Drib,sca.S.Sh,sca.S.Fld,sca.S.Def,sca.S.GCA,sca.S.GCA90,sca.G.PassLive,sca.G.PassDead,sca.G.Drib,sca.G.Sh,sca.G.Fld,sca.G.Def,BaseGroup
138,138,Odsonne Édouard,fr FRA,FWMF,Crystal Palace,23.0,28,18,1564,17.4,6,3,5,1,1,4,0,0.35,0.17,0.52,0.29,0.46,7.1,6.3,2.3,8.6,0.41,0.13,0.54,0.36,0.5,17.4,6,39,17,43.6,2.24,0.98,0.13,0.29,13.3,0.0,1,1,7.1,6.3,0.16,-1.1,-1.3,17.4,309.0,24.655172413793107,72.0,217.4712643678161,45.51724137931035,210.0,15.229885057471266,79.2,75.0,6.03448275862069,71.4,5.0,0.40229885057471265,71.4,3,2.3,1.6,0.7,1.2068965517241381,1.3793103448275863,0.574712643678161,0.0,1.4942528735632186,17.4,0.9195402298850576,0.574712643678161,0.1149425287356322,0.40229885057471265,0.40229885057471265,0.40229885057471265,21.0,33.3,0.8045977011494253,1.149425287356322,5.0,15.0,0.0,16.0,1.0344827586206897,0.0,17.4,38.50574712643679,1.149425287356322,3.9655172413793105,17.126436781609197,17.98850574712644,4.655172413793104,669.0,30.0,3.8505747126436787,44.8,3.563218390804598,1.5517241379310347,27.183908045977013,5.862068965517242,17.4,50.0,2.88,1.8390804597701151,0.0,0.4597701149425288,9.0,0.0,0.0574712643678161,4.0,0.23,2.0,0.0,1.0,1.0,0.0,0.0,Attack
140,140,Anthony Elanga,se SWE,MFFW,Manchester Utd,19.0,21,14,1214,13.5,2,2,2,0,0,0,0,0.15,0.15,0.3,0.15,0.3,2.7,2.7,2.5,5.2,0.2,0.18,0.39,0.2,0.39,13.5,2,21,7,33.3,1.56,0.52,0.1,0.29,15.7,0.0,0,0,2.7,2.7,0.13,-0.7,-0.7,13.5,340.0,33.333333333333336,75.6,317.18518518518516,67.4074074074074,229.0,19.62962962962963,86.4,71.0,7.185185185185185,73.2,12.0,1.5555555555555556,57.1,2,2.5,1.2,-0.5,0.6666666666666666,0.8148148148148148,0.5925925925925926,0.14814814814814814,1.1111111111111112,13.5,1.9259259259259258,1.4814814814814814,0.8888888888888888,0.8888888888888888,0.14814814814814814,1.1111111111111112,29.0,51.7,1.037037037037037,1.2592592592592593,1.0,16.0,0.6666666666666666,35.0,0.5185185185185185,0.0,13.5,45.407407407407405,0.8148148148148148,8.074074074074074,15.703703703703704,21.77777777777778,4.074074074074074,613.0,11.0,2.2962962962962963,35.5,2.740740740740741,1.1111111111111112,33.111111111111114,5.851851851851852,13.5,21.0,1.56,0.8888888888888888,0.0,0.14814814814814814,1.0,0.2962962962962963,0.14814814814814814,5.0,0.37,2.0,0.0,1.0,0.0,1.0,1.0,Attack
143,143,Mohamed Elyounoussi,no NOR,MFFW,Southampton,26.0,30,23,2042,22.7,4,2,4,0,0,4,0,0.18,0.09,0.26,0.18,0.26,6.1,6.1,3.0,9.0,0.27,0.13,0.4,0.27,0.4,22.7,4,43,17,39.5,1.9,0.75,0.09,0.24,14.7,0.0,0,0,6.1,6.1,0.15,-2.1,-2.1,22.7,432.0,28.1057268722467,67.7,258.3259911894273,60.70484581497797,279.0,16.16740088105727,76.0,118.0,7.400881057268723,70.2,15.0,1.6740088105726874,39.5,2,3.0,2.1,-1.0,1.2334801762114538,1.7180616740088106,0.8370044052863437,0.13215859030837004,2.0704845814977975,22.7,1.5859030837004406,0.748898678414097,0.6167400881057269,0.6607929515418502,0.30837004405286345,0.4845814977973568,39.0,28.2,1.2334801762114538,1.013215859030837,2.0,21.0,0.5286343612334802,48.0,1.2334801762114538,0.0,22.7,40.57268722466961,1.6299559471365639,5.814977973568282,16.0352422907489,19.33920704845815,3.6123348017621146,921.0,28.0,1.9823788546255507,62.2,2.775330396475771,1.6740088105726874,25.947136563876654,3.9207048458149782,22.7,56.0,2.47,1.8061674008810573,0.0,0.22026431718061676,6.0,0.13215859030837004,0.04405286343612335,6.0,0.26,3.0,0.0,0.0,3.0,0.0,0.0,Attack
161,161,Phil Foden,eng ENG,FWMF,Manchester City,21.0,28,24,2128,23.6,9,5,9,0,0,1,0,0.38,0.21,0.59,0.38,0.59,10.0,10.0,6.5,16.5,0.42,0.27,0.7,0.42,0.7,23.6,9,57,22,38.6,2.41,0.93,0.16,0.41,14.5,0.0,0,0,10.0,10.0,0.18,-1.0,-1.0,23.6,881.0,46.69491525423729,79.9,546.9915254237288,111.14406779661016,542.0,25.21186440677966,91.1,235.0,12.457627118644067,79.9,56.0,4.872881355932203,48.7,5,6.5,5.3,-1.5,1.694915254237288,2.11864406779661,1.5677966101694913,0.3813559322033898,2.584745762711864,23.6,0.6779661016949152,0.3389830508474576,0.423728813559322,0.1694915254237288,0.0847457627118644,0.2966101694915254,17.0,41.2,0.423728813559322,0.3813559322033898,0.0,9.0,0.4661016949152542,27.0,0.211864406779661,0.0,23.6,54.32203389830508,0.2542372881355932,2.754237288135593,17.923728813559322,34.02542372881356,5.677966101694915,1282.0,37.0,2.4576271186440675,63.8,2.0338983050847457,1.4406779661016949,43.00847457627118,6.991525423728813,23.6,88.0,3.72,2.6271186440677963,0.5508474576271186,0.1271186440677966,7.0,0.0847457627118644,0.0423728813559322,13.0,0.55,8.0,3.0,0.0,2.0,0.0,0.0,Attack
169,169,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,27.0,27,18,1465,16.3,2,3,2,0,0,3,0,0.12,0.18,0.31,0.12,0.31,3.2,3.2,2.6,5.7,0.2,0.16,0.35,0.2,0.35,16.3,2,24,7,29.2,1.47,0.43,0.08,0.29,18.0,0.0,0,0,3.2,3.2,0.13,-1.2,-1.2,16.3,334.0,29.570552147239262,69.3,328.34355828220856,99.38650306748465,197.0,14.355828220858895,84.2,86.0,7.852760736196319,67.2,40.0,5.153374233128834,47.6,3,2.6,2.3,0.4,1.5337423312883436,1.1042944785276072,1.4723926380368098,0.920245398773006,1.5337423312883436,16.3,0.6134969325153374,0.18404907975460122,0.3067484662576687,0.18404907975460122,0.12269938650306748,0.3067484662576687,13.0,38.5,0.49079754601226994,0.6748466257668712,1.0,10.0,0.6748466257668712,21.0,0.6748466257668712,0.0,16.3,36.012269938650306,1.3496932515337423,6.380368098159509,11.717791411042944,18.220858895705522,2.515337423312883,587.0,1.0,0.24539877300613497,25.0,1.3496932515337423,0.6748466257668712,24.846625766871163,3.2515337423312882,16.3,56.0,3.44,2.085889570552147,0.6134969325153374,0.0,6.0,0.36809815950920244,0.0,7.0,0.43,4.0,1.0,0.0,1.0,1.0,0.0,Attack
191,191,Anthony Gordon,eng ENG,MFFW,Everton,20.0,35,25,2285,25.4,4,2,4,0,0,4,0,0.16,0.08,0.24,0.16,0.24,4.8,4.8,3.9,8.7,0.19,0.15,0.34,0.19,0.34,25.4,4,44,18,40.9,1.73,0.71,0.09,0.22,18.8,5.0,0,0,4.8,4.8,0.11,-0.8,-0.8,25.4,482.0,29.25196850393701,64.9,268.3464566929134,75.94488188976378,265.0,13.385826771653544,77.9,151.0,8.818897637795276,67.4,28.0,3.6220472440944884,30.4,2,3.9,3.1,-1.9,1.3779527559055118,1.062992125984252,0.8267716535433072,0.31496062992125984,1.8897637795275593,25.4,2.125984251968504,1.2598425196850394,0.7874015748031497,1.1811023622047245,0.15748031496062992,0.8267716535433072,59.0,35.6,1.4960629921259843,1.9291338582677167,3.0,46.0,0.8661417322834646,76.0,0.6692913385826772,0.0,25.4,43.031496062992126,0.8267716535433072,6.338582677165355,15.03937007874016,22.67716535433071,2.9921259842519685,1093.0,38.0,3.1496062992125986,47.5,2.9133858267716537,1.4566929133858268,25.984251968503937,3.188976377952756,25.4,75.0,2.96,1.4173228346456694,0.5511811023622047,0.2755905511811024,3.0,0.5118110236220472,0.07874015748031496,4.0,0.16,0.0,2.0,0.0,0.0,2.0,0.0,Attack
194,194,Demarai Gray,eng ENG,MFFW,Everton,25.0,34,28,2338,26.0,5,4,5,0,0,3,0,0.19,0.15,0.35,0.19,0.35,5.8,5.8,4.1,9.9,0.22,0.16,0.38,0.22,0.38,26.0,5,65,17,26.2,2.5,0.65,0.08,0.29,20.5,4.0,0,0,5.8,5.8,0.09,-0.8,-0.8,26.0,555.0,29.576923076923077,72.2,357.3076923076923,79.84615384615384,277.0,12.115384615384615,87.9,182.0,9.461538461538462,74.0,65.0,4.961538461538462,50.4,4,4.1,3.5,-0.1,1.5769230769230769,0.8846153846153846,0.8846153846153846,0.2692307692307692,1.4615384615384615,26.0,1.1538461538461537,0.7307692307692307,0.5,0.38461538461538464,0.2692307692307692,0.38461538461538464,22.0,45.5,0.46153846153846156,1.1538461538461537,2.0,28.0,0.5769230769230769,45.0,0.8076923076923077,1.0,26.0,41.5,0.6923076923076923,4.5,14.192307692307692,23.692307692307693,3.3076923076923075,1079.0,55.0,4.076923076923077,51.9,2.6923076923076925,1.3846153846153846,27.076923076923077,4.6923076923076925,26.0,87.0,3.35,1.9230769230769231,0.5769230769230769,0.38461538461538464,7.0,0.19230769230769232,0.0,5.0,0.19,3.0,1.0,0.0,1.0,0.0,0.0,Attack
195,195,Jack Grealish,eng ENG,FWMF,Manchester City,25.0,26,22,1914,21.3,3,3,3,0,0,3,0,0.14,0.14,0.28,0.14,0.28,5.9,5.9,7.2,13.1,0.28,0.34,0.61,0.28,0.61,21.3,3,45,16,35.6,2.12,0.75,0.07,0.19,14.6,0.0,0,0,5.9,5.9,0.13,-2.9,-2.9,21.3,833.0,45.586854460093896,85.8,529.3427230046948,100.93896713615023,543.0,27.136150234741784,93.9,230.0,12.206572769953052,88.5,30.0,1.971830985915493,71.4,3,7.2,4.6,-4.2,2.488262910798122,1.408450704225352,2.0187793427230045,0.046948356807511735,3.52112676056338,21.3,0.8450704225352113,0.7981220657276995,0.18779342723004694,0.4694835680751174,0.18779342723004694,0.2347417840375587,13.0,38.5,0.3755868544600939,0.5164319248826291,1.0,10.0,0.3755868544600939,26.0,0.32863849765258213,0.0,21.3,54.460093896713616,0.704225352112676,3.1455399061032865,16.854460093896712,35.305164319248824,7.605633802816901,1160.0,40.0,3.192488262910798,58.8,1.4553990610328638,1.3615023474178403,46.15023474178403,6.901408450704225,21.3,117.0,5.5,4.507042253521127,0.046948356807511735,0.18779342723004694,5.0,0.4694835680751174,0.046948356807511735,6.0,0.28,6.0,0.0,0.0,0.0,0.0,0.0,Attack
196,196,Mason Greenwood,eng ENG,MFFW,Manchester Utd,19.0,18,16,1271,14.1,5,1,5,0,0,1,0,0.35,0.07,0.42,0.35,0.42,4.9,4.9,1.9,6.9,0.35,0.14,0.49,0.35,0.49,14.1,5,48,18,37.5,3.4,1.27,0.1,0.28,19.1,0.0,0,0,4.9,4.9,0.1,0.1,0.1,14.1,394.0,35.53191489361702,78.6,458.2269503546099,97.51773049645391,204.0,16.73758865248227,86.4,137.0,11.48936170212766,84.6,37.0,4.539007092198582,57.8,1,1.9,1.3,-0.9,1.2056737588652482,2.198581560283688,0.9219858156028369,0.2127659574468085,1.6312056737588654,14.1,1.0638297872340425,0.6382978723404256,0.6382978723404256,0.07092198581560284,0.3546099290780142,0.2127659574468085,9.0,33.3,0.425531914893617,0.3546099290780142,0.0,5.0,0.07092198581560284,16.0,0.425531914893617,0.0,14.1,45.39007092198582,0.425531914893617,5.319148936170213,19.43262411347518,21.48936170212766,4.042553191489362,640.0,32.0,3.6879432624113475,61.5,1.8439716312056738,1.1347517730496455,35.74468085106383,4.680851063829787,14.1,52.0,3.68,2.978723404255319,0.0,0.425531914893617,2.0,0.14184397163120568,0.0,7.0,0.5,6.0,0.0,0.0,1.0,0.0,0.0,Attack
202,202,İlkay Gündoğan,de GER,MF,Manchester City,30.0,27,20,1857,20.6,8,4,8,0,0,1,0,0.39,0.19,0.58,0.39,0.58,10.3,10.3,5.1,15.5,0.5,0.25,0.75,0.5,0.75,20.6,8,55,18,32.7,2.67,0.87,0.15,0.44,14.5,2.0,0,0,10.3,10.3,0.19,-2.3,-2.3,20.6,1175.0,65.04854368932038,87.7,905.1941747572815,196.84466019417474,608.0,31.456310679611647,93.8,412.0,22.135922330097085,90.4,105.0,7.330097087378641,69.5,4,5.1,4.2,-1.1,1.8446601941747571,4.6116504854368925,1.0679611650485437,0.04854368932038835,3.8834951456310676,20.6,1.116504854368932,0.4368932038834951,0.48543689320388345,0.5825242718446602,0.04854368932038835,0.5825242718446602,31.0,38.7,0.9223300970873786,0.5339805825242718,1.0,10.0,0.7281553398058251,38.0,0.48543689320388345,0.0,20.6,73.88349514563106,1.2135922330097086,7.621359223300971,37.961165048543684,29.174757281553397,4.126213592233009,1522.0,24.0,1.6990291262135921,68.6,1.2135922330097086,0.9223300970873786,58.446601941747566,5.048543689320388,20.6,83.0,4.02,2.8640776699029122,0.6796116504854368,0.2912621359223301,3.0,0.0,0.04854368932038835,9.0,0.44,7.0,0.0,1.0,1.0,0.0,0.0,Attack
205,205,Jack Harrison,eng ENG,MFFW,Leeds United,24.0,35,32,2639,29.3,8,1,8,0,0,3,0,0.27,0.03,0.31,0.27,0.31,4.9,4.9,3.6,8.5,0.17,0.12,0.29,0.17,0.29,29.3,8,43,17,39.5,1.47,0.58,0.19,0.47,17.2,0.0,0,0,4.9,4.9,0.11,3.1,3.1,29.3,656.0,35.665529010238906,62.8,323.27645051194537,111.94539249146757,407.0,17.406143344709896,79.8,187.0,10.238907849829351,62.3,36.0,3.993174061433447,30.8,1,3.6,2.5,-2.6,1.4334470989761092,1.6723549488054608,1.1945392491467577,0.27303754266211605,2.525597269624573,29.3,1.9453924914675766,1.2627986348122866,0.7508532423208191,0.7508532423208191,0.44368600682593856,1.0580204778156996,76.0,40.8,1.5358361774744027,1.1945392491467577,1.0,34.0,0.7167235494880546,78.0,0.6484641638225256,0.0,29.3,48.4641638225256,1.023890784982935,8.873720136518772,18.737201365187712,21.604095563139932,3.242320819112628,1420.0,54.0,3.8907849829351533,47.4,2.9692832764505117,2.252559726962457,31.87713310580205,4.436860068259386,29.3,87.0,2.97,1.8771331058020477,0.23890784982935154,0.37542662116040953,8.0,0.13651877133105803,0.06825938566552901,4.0,0.14,1.0,0.0,1.0,2.0,0.0,0.0,Attack
207,207,Kai Havertz,de GER,FWMF,Chelsea,22.0,29,22,1809,20.1,8,3,8,0,0,3,0,0.4,0.15,0.55,0.4,0.55,9.5,9.5,2.9,12.4,0.47,0.15,0.62,0.47,0.62,20.1,8,56,23,41.1,2.79,1.14,0.14,0.35,13.0,0.0,0,0,9.5,9.5,0.17,-1.5,-1.5,20.1,537.0,33.28358208955223,80.3,314.5273631840796,59.40298507462686,360.0,20.298507462686565,88.2,111.0,7.114427860696517,77.6,12.0,0.7960199004975124,75.0,3,2.9,1.7,0.1,1.044776119402985,1.6915422885572138,0.9452736318407959,0.04975124378109452,2.2388059701492535,20.1,0.8457711442786069,0.3980099502487562,0.24875621890547261,0.34825870646766166,0.24875621890547261,0.1990049751243781,14.0,28.6,0.49751243781094523,1.3930348258706466,1.0,27.0,0.1990049751243781,21.0,1.5920398009950247,1.0,20.1,46.56716417910447,1.6915422885572138,4.527363184079602,17.412935323383085,24.87562189054726,6.368159203980099,936.0,18.0,2.08955223880597,42.9,3.2835820895522385,1.5920398009950247,36.318407960199,7.860696517412935,20.1,59.0,2.94,2.189054726368159,0.0,0.14925373134328357,7.0,0.24875621890547261,0.0,6.0,0.3,4.0,0.0,0.0,1.0,1.0,0.0,Attack
209,209,Hwang Hee-chan,kr KOR,FWMF,Wolves,25.0,30,20,1816,20.2,5,1,5,0,0,2,0,0.25,0.05,0.3,0.25,0.3,4.6,4.6,1.6,6.2,0.23,0.08,0.31,0.23,0.31,20.2,5,27,12,44.4,1.34,0.59,0.19,0.42,15.4,0.0,0,0,4.6,4.6,0.17,0.4,0.4,20.2,513.0,31.633663366336634,80.3,377.92079207920796,72.17821782178218,291.0,16.88118811881188,85.3,160.0,9.257425742574258,85.6,37.0,2.5247524752475248,72.5,1,1.6,1.3,-0.6,0.7920792079207921,1.5346534653465347,0.6930693069306931,0.0,1.8811881188118813,20.2,1.3366336633663367,0.6435643564356436,0.44554455445544555,0.7920792079207921,0.09900990099009901,0.6930693069306931,44.0,31.8,1.4851485148514851,0.49504950495049505,0.0,10.0,0.6435643564356436,40.0,0.34653465346534656,1.0,20.2,41.584158415841586,0.6435643564356436,5.693069306930694,20.04950495049505,16.534653465346537,3.4653465346534653,840.0,33.0,3.4158415841584158,47.8,2.326732673267327,1.188118811881188,31.683168316831683,4.702970297029703,20.2,37.0,1.83,1.2871287128712872,0.0,0.24752475247524752,2.0,0.1485148514851485,0.04950495049504951,2.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,Attack
214,214,Son Heung-min,kr KOR,MFFW,Tottenham,29.0,35,35,3006,33.4,23,7,23,0,0,2,0,0.69,0.21,0.9,0.69,0.9,15.6,15.6,8.5,24.1,0.47,0.25,0.72,0.47,0.72,33.4,23,86,48,55.8,2.57,1.44,0.27,0.48,15.7,2.0,0,0,15.6,15.6,0.19,7.4,7.4,33.4,928.0,36.49700598802395,76.1,372.8443113772455,94.25149700598803,569.0,18.652694610778443,91.3,239.0,9.461077844311378,75.6,48.0,4.520958083832335,31.8,7,8.5,5.6,-1.5,2.155688622754491,0.9880239520958084,1.25748502994012,0.11976047904191617,1.9461077844311379,33.4,0.44910179640718567,0.17964071856287425,0.14970059880239522,0.2095808383233533,0.08982035928143713,0.14970059880239522,23.0,21.7,0.5389221556886228,0.8083832335329342,6.0,21.0,0.38922155688622756,28.0,0.23952095808383234,0.0,33.4,45.74850299401198,0.44910179640718567,4.401197604790419,16.826347305389223,25.41916167664671,4.221556886227545,1528.0,51.0,2.754491017964072,55.4,2.245508982035928,1.377245508982036,32.0059880239521,6.676646706586826,33.4,135.0,4.04,2.4550898203592815,1.0479041916167666,0.059880239520958084,9.0,0.17964071856287425,0.029940119760479042,13.0,0.39,7.0,3.0,0.0,0.0,3.0,0.0,Attack
222,222,Kelechi Iheanacho,ng NGA,FW,Leicester City,24.0,26,13,1264,14.0,4,5,4,0,0,1,0,0.28,0.36,0.64,0.28,0.64,3.5,3.5,2.3,5.8,0.25,0.17,0.41,0.25,0.41,14.0,4,31,12,38.7,2.21,0.85,0.13,0.33,18.0,0.0,0,0,3.5,3.5,0.11,0.5,0.5,14.0,276.0,25.785714285714285,76.5,257.35714285714283,54.857142857142854,170.0,13.928571428571429,87.2,66.0,6.071428571428571,77.6,12.0,1.7142857142857142,50.0,5,2.3,1.7,2.7,1.2142857142857142,1.5714285714285714,0.9285714285714286,0.07142857142857142,2.4285714285714284,14.0,0.7142857142857143,0.5,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.21428571428571427,14.0,21.4,0.7857142857142857,1.3571428571428572,0.0,19.0,0.2857142857142857,14.0,0.7142857142857143,0.0,14.0,37.07142857142857,0.7857142857142857,3.2142857142857144,16.428571428571427,18.0,3.2857142857142856,519.0,16.0,2.357142857142857,48.5,3.7142857142857144,1.5,27.357142857142858,6.0,14.0,38.0,2.71,2.142857142857143,0.07142857142857142,0.14285714285714285,2.0,0.07142857142857142,0.14285714285714285,8.0,0.57,5.0,0.0,0.0,1.0,0.0,2.0,Attack
223,223,Danny Ings,eng ENG,FW,Aston Villa,29.0,30,22,1898,21.1,7,6,6,1,1,4,0,0.33,0.28,0.62,0.28,0.57,7.6,6.8,1.4,8.2,0.36,0.07,0.43,0.32,0.39,21.1,7,48,17,35.4,2.28,0.81,0.13,0.35,13.6,0.0,1,1,7.6,6.8,0.14,-0.6,-0.8,21.1,251.0,17.91469194312796,66.4,153.22274881516586,37.01421800947867,147.0,8.95734597156398,77.8,60.0,4.265402843601896,66.7,13.0,1.3270142180094786,46.4,6,1.4,0.9,4.6,0.7109004739336492,0.9004739336492891,0.6161137440758293,0.0,1.2322274881516586,21.1,1.0900473933649288,0.7582938388625592,0.0947867298578199,0.7582938388625592,0.23696682464454974,0.6161137440758293,37.0,35.1,1.1374407582938388,1.4691943127962084,2.0,29.0,0.2843601895734597,29.0,1.0426540284360188,0.0,21.1,29.24170616113744,0.947867298578199,2.9383886255924168,11.611374407582938,14.928909952606634,5.308056872037914,616.0,10.0,1.4691943127962084,32.3,2.3696682464454977,0.995260663507109,18.24644549763033,4.834123222748815,21.1,32.0,1.52,1.1848341232227488,0.0,0.0947867298578199,4.0,0.04739336492890995,0.0,9.0,0.43,9.0,0.0,0.0,0.0,0.0,0.0,Attack
227,227,Daniel James,wls WAL,FWMF,Leeds United,23.0,32,29,2366,26.3,4,4,4,0,0,7,1,0.15,0.15,0.3,0.15,0.3,6.8,6.8,2.6,9.4,0.26,0.1,0.36,0.26,0.36,26.3,4,50,15,30.0,1.9,0.57,0.08,0.27,15.3,0.0,0,0,6.8,6.8,0.14,-2.8,-2.8,26.3,326.0,19.315589353612168,64.2,164.52471482889734,43.954372623574145,205.0,9.73384030418251,80.1,84.0,5.741444866920152,55.6,15.0,1.2927756653992395,44.1,4,2.6,1.7,1.4,0.9125475285171103,0.9885931558935361,0.6844106463878327,0.07604562737642585,1.520912547528517,26.3,0.9125475285171103,0.532319391634981,0.3041825095057034,0.3041825095057034,0.3041825095057034,0.38022813688212925,23.0,43.5,0.49429657794676807,0.6844106463878327,1.0,17.0,0.3041825095057034,32.0,0.45627376425855515,0.0,26.3,28.479087452471482,0.7224334600760456,3.155893536121673,9.923954372623573,15.817490494296578,3.992395437262357,749.0,21.0,2.0152091254752853,39.6,2.053231939163498,0.8365019011406843,19.23954372623574,5.247148288973384,26.3,54.0,2.05,1.3307984790874525,0.0,0.1520912547528517,7.0,0.3041825095057034,0.0,5.0,0.19,2.0,0.0,1.0,1.0,1.0,0.0,Attack
232,232,Gabriel Jesus,br BRA,FW,Manchester City,24.0,28,21,1877,20.9,8,8,7,1,1,1,0,0.38,0.38,0.77,0.34,0.72,10.8,10.0,6.0,16.0,0.52,0.29,0.81,0.48,0.77,20.9,8,63,20,31.7,3.02,0.96,0.11,0.35,13.8,0.0,1,1,10.8,10.0,0.16,-2.8,-3.0,20.9,637.0,36.8421052631579,82.7,404.88038277511964,67.41626794258373,398.0,21.86602870813397,87.1,175.0,9.856459330143542,85.0,21.0,1.4832535885167466,67.7,8,6.0,3.5,2.0,1.8181818181818183,0.7177033492822967,1.4354066985645935,0.19138755980861244,2.1531100478468903,20.9,0.861244019138756,0.5741626794258373,0.09569377990430622,0.19138755980861244,0.5741626794258373,0.28708133971291866,26.0,23.1,0.9569377990430623,0.861244019138756,0.0,18.0,0.7177033492822967,33.0,0.3827751196172249,0.0,20.9,48.89952153110048,0.5741626794258373,3.9234449760765555,14.976076555023925,30.38277511961723,7.894736842105264,1021.0,46.0,3.397129186602871,64.8,3.1578947368421053,1.291866028708134,37.84688995215311,7.081339712918661,20.9,85.0,4.08,2.6794258373205744,0.0,0.7655502392344498,7.0,0.19138755980861244,0.09569377990430622,18.0,0.86,11.0,0.0,2.0,1.0,2.0,2.0,Attack
233,233,Raúl Jiménez,mx MEX,FW,Wolves,30.0,34,30,2631,29.2,6,4,5,1,1,9,2,0.21,0.14,0.34,0.17,0.31,6.4,5.8,3.5,9.3,0.22,0.12,0.34,0.2,0.32,29.2,6,56,15,26.8,1.92,0.51,0.09,0.33,16.9,1.0,1,1,6.4,5.8,0.1,-0.4,-0.8,29.2,549.0,26.54109589041096,70.8,257.29452054794524,55.85616438356165,325.0,14.006849315068493,79.5,147.0,7.054794520547945,71.4,31.0,1.7123287671232876,62.0,4,3.5,3.2,0.5,1.3013698630136987,1.3013698630136987,0.6506849315068494,0.0684931506849315,1.6438356164383563,29.2,0.9931506849315068,0.4794520547945206,0.20547945205479454,0.547945205479452,0.2397260273972603,0.20547945205479454,30.0,20.0,0.8219178082191781,1.0616438356164384,5.0,26.0,0.4452054794520548,42.0,0.8904109589041096,0.0,29.2,38.93835616438356,1.1986301369863015,3.6986301369863015,20.34246575342466,15.273972602739727,4.1438356164383565,1136.0,36.0,2.9794520547945207,41.4,3.3904109589041096,1.952054794520548,28.767123287671232,5.136986301369864,29.2,73.0,2.5,1.7808219178082192,0.03424657534246575,0.2397260273972603,6.0,0.136986301369863,0.10273972602739727,14.0,0.48,7.0,0.0,4.0,3.0,0.0,0.0,Attack
234,234,João Pedro,br BRA,FWMF,Watford,19.0,28,15,1644,18.3,3,1,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,4.7,4.7,3.2,7.9,0.26,0.17,0.43,0.26,0.43,18.3,3,47,16,34.0,2.57,0.88,0.06,0.19,16.3,1.0,0,0,4.7,4.7,0.1,-1.7,-1.7,18.3,390.0,31.74863387978142,67.1,333.3333333333333,86.33879781420765,210.0,16.33879781420765,70.2,122.0,8.90710382513661,74.8,38.0,3.1147540983606556,66.7,1,3.2,1.4,-2.2,1.0382513661202186,2.349726775956284,1.0928961748633879,0.16393442622950818,3.060109289617486,18.3,1.0928961748633879,0.7650273224043715,0.3825136612021858,0.4371584699453552,0.27322404371584696,0.32786885245901637,23.0,26.1,0.9289617486338797,1.256830601092896,3.0,20.0,0.819672131147541,35.0,0.9289617486338797,0.0,18.3,47.92349726775956,1.0382513661202186,4.1530054644808745,21.91256830601093,23.060109289617486,4.2622950819672125,877.0,62.0,5.7923497267759565,58.5,3.442622950819672,3.169398907103825,33.9344262295082,4.371584699453551,18.3,60.0,3.28,2.0765027322404372,0.0,0.4918032786885246,6.0,0.27322404371584696,0.1092896174863388,4.0,0.22,3.0,0.0,0.0,1.0,0.0,0.0,Attack
