,Unnamed: 0,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xAG,npxG+xAG,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,shoot.90s,shoot.Gls,shoot.Sh,shoot.SoT,shoot.SoT%,shoot.Sh/90,shoot.SoT/90,shoot.G/Sh,shoot.G/SoT,shoot.Dist,shoot.FK,shoot.PK,shoot.PKatt,shoot.xG,shoot.npxG,shoot.npxG/Sh,shoot.G-xG,shoot.np:G-xG,pass.90s,pass.Cmp,pass.Att,pass.Cmp%,pass.TotDist,pass.PrgDist,pass.short.Cmp,pass.short.Att,pass.short.Cmp%,pass.med.Cmp,pass.med.Att,pass.med.Cmp%,pass.long.Cmp,pass.long.Att,pass.long.Cmp%,pass.Ast,pass.xAG,pass.xA,pass.A-xAG,pass.KP,pass.1/3,pass.PPA,pass.CrsPA,pass.Prog,defense.90s,defense.Plyrs_Tkld,defense.TklW,defense.Def 3rd,defense.Mid 3rd,defense.Att 3rd,defense.Tkl_Drib,defense.Att,defense.Tkl%,defense.Past,defense.Blocks,defense.Sh,defense.Pass,defense.Int,defense.Tkl+Int,defense.Clr,defense.Err,pos.90s,pos.Touches,pos.Def Pen,pos.Def 3rd,pos.Mid 3rd,pos.Att 3rd,pos.Att Pen,pos.Live,pos.drib.Succ,pos.drib.Att,pos.drib.Succ%,pos.drib.Mis,pos.drib.Dis,pos.rec.Rec,pos.rec.Prog,sca.S.90s,sca.S.SCA,sca.S.SCA90,sca.S.PassLive,sca.S.PassDead,sca.S.Drib,sca.S.Sh,sca.S.Fld,sca.S.Def,sca.S.GCA,sca.S.GCA90,sca.G.PassLive,sca.G.PassDead,sca.G.Drib,sca.G.Sh,sca.G.Fld,sca.G.Def,BaseGroup
2089,2089,Nathanael Mbuku,fr FRA,FWMF,Reims,19.0,31,18,1418,15.8,2,1,2,0,0,1,0,0.13,0.06,0.19,0.13,0.19,3.0,3.0,1.1,4.2,0.19,0.07,0.27,0.19,0.27,15.8,2,33,13,39.4,2.09,0.83,0.06,0.15,18.8,0.0,0,0,3.0,3.0,0.09,-1.0,-1.0,15.8,261.0,23.60759493670886,70.0,243.73417721518987,61.45569620253164,139.0,10.949367088607595,80.3,88.0,7.784810126582278,71.5,17.0,2.088607594936709,51.5,1,1.1,0.6,-0.1,0.6329113924050632,1.9620253164556962,0.5696202531645569,0.12658227848101264,1.2658227848101264,15.8,0.8860759493670886,0.8227848101265822,0.2531645569620253,0.4430379746835443,0.18987341772151897,0.12658227848101264,8.0,25.0,0.37974683544303794,0.8860759493670886,0.0,14.0,0.6962025316455696,25.0,0.2531645569620253,0.0,15.8,34.30379746835443,0.7594936708860759,4.30379746835443,16.32911392405063,14.430379746835442,2.2784810126582276,542.0,26.0,2.6582278481012658,61.9,2.3417721518987342,1.5822784810126582,23.670886075949365,4.240506329113924,15.8,45.0,2.86,1.3924050632911391,0.2531645569620253,0.3164556962025316,3.0,0.6329113924050632,0.06329113924050632,4.0,0.25,3.0,0.0,0.0,0.0,1.0,0.0,Attack
2101,2101,Lionel Messi,ar ARG,FWMF,Paris S-G,34.0,26,24,2153,23.9,6,14,6,0,0,0,0,0.25,0.59,0.84,0.25,0.84,11.3,11.3,9.2,20.6,0.47,0.39,0.86,0.47,0.86,23.9,6,89,29,32.6,3.72,1.21,0.07,0.21,19.1,16.0,0,0,11.3,11.3,0.13,-5.3,-5.3,23.9,1400.0,69.3305439330544,84.5,905.9832635983264,307.9497907949791,762.0,35.31380753138075,90.3,450.0,21.422594142259417,87.9,113.0,6.443514644351465,73.4,14,9.2,9.0,4.8,2.6359832635983267,9.079497907949792,3.4309623430962346,0.12552301255230125,9.456066945606695,23.9,0.4184100418410042,0.12552301255230125,0.041841004184100423,0.2092050209205021,0.1673640167364017,0.12552301255230125,13.0,23.1,0.4184100418410042,0.2092050209205021,0.0,5.0,0.1673640167364017,14.0,0.0,0.0,23.9,78.41004184100419,0.041841004184100423,2.887029288702929,40.0836820083682,36.02510460251046,4.2677824267782425,1874.0,64.0,4.142259414225942,64.6,1.9665271966527198,1.7154811715481173,69.2050209205021,4.7280334728033475,23.9,151.0,6.31,4.518828451882846,0.3347280334728034,0.6694560669456068,10.0,0.3347280334728034,0.041841004184100423,26.0,1.09,18.0,2.0,3.0,2.0,0.0,1.0,Attack
2106,2106,Arkadiusz Milik,pl POL,FW,Marseille,27.0,23,15,1416,15.7,7,2,6,1,1,1,0,0.44,0.13,0.57,0.38,0.51,8.7,7.9,1.9,9.8,0.55,0.12,0.67,0.5,0.62,15.7,7,53,19,35.8,3.37,1.21,0.11,0.32,13.8,2.0,1,1,8.7,7.9,0.15,-1.7,-1.9,15.7,299.0,24.012738853503187,79.3,248.40764331210192,26.94267515923567,170.0,12.86624203821656,84.2,73.0,5.605095541401274,83.0,13.0,1.2101910828025477,68.4,2,1.9,1.5,0.1,0.9554140127388535,0.8280254777070064,0.5095541401273885,0.0,0.89171974522293,15.7,0.5732484076433121,0.12738853503184713,0.0,0.3184713375796179,0.25477707006369427,0.25477707006369427,18.0,22.2,0.89171974522293,0.5732484076433121,1.0,8.0,0.1910828025477707,12.0,0.6369426751592357,1.0,15.7,33.56687898089172,0.7006369426751593,1.337579617834395,14.585987261146498,17.64331210191083,5.605095541401274,526.0,2.0,0.5732484076433121,22.2,2.2929936305732483,0.89171974522293,25.222929936305732,7.197452229299364,15.7,24.0,1.52,1.337579617834395,0.0,0.0,2.0,0.06369426751592357,0.0,5.0,0.32,5.0,0.0,0.0,0.0,0.0,0.0,Attack
2107,2107,Terem Moffi,ng NGA,FW,Lorient,22.0,37,34,2711,30.1,8,4,6,2,2,1,0,0.27,0.13,0.4,0.2,0.33,11.3,9.7,4.4,14.1,0.37,0.15,0.52,0.32,0.47,30.1,8,58,20,34.5,1.93,0.66,0.1,0.3,16.0,0.0,2,2,11.3,9.7,0.17,-3.3,-3.7,30.1,413.0,18.83720930232558,72.8,191.0299003322259,38.33887043189369,237.0,9.867109634551495,79.8,112.0,5.21594684385382,71.3,26.0,1.2956810631229236,66.7,4,4.4,3.5,-0.4,1.1295681063122922,1.096345514950166,0.46511627906976744,0.09966777408637874,1.1627906976744184,30.1,0.5647840531561461,0.33222591362126247,0.09966777408637874,0.39867109634551495,0.06644518272425248,0.2990033222591362,32.0,28.1,0.7641196013289037,0.3654485049833887,2.0,9.0,0.13289036544850497,21.0,0.7308970099667774,0.0,30.1,28.770764119601328,1.0299003322259135,2.358803986710963,13.986710963455149,12.82392026578073,4.518272425249169,864.0,33.0,2.093023255813953,52.4,3.3222591362126246,1.4285714285714286,20.996677740863788,4.916943521594684,30.1,67.0,2.22,1.6943521594684385,0.03322259136212624,0.26578073089700993,3.0,0.13289036544850497,0.0,10.0,0.33,6.0,0.0,3.0,0.0,1.0,0.0,Attack
2109,2109,Florent Mollet,fr FRA,FWMF,Montpellier,29.0,35,32,2630,29.2,6,2,6,0,0,6,0,0.21,0.07,0.27,0.21,0.27,4.6,4.6,3.1,7.7,0.16,0.11,0.26,0.16,0.26,29.2,6,55,17,30.9,1.88,0.58,0.11,0.35,21.5,12.0,0,0,4.6,4.6,0.08,1.4,1.4,29.2,951.0,40.37671232876713,80.7,494.14383561643837,127.22602739726028,529.0,19.52054794520548,92.8,284.0,12.157534246575343,80.0,79.0,5.0,54.1,2,3.1,2.8,-1.1,1.095890410958904,2.808219178082192,0.8219178082191781,0.136986301369863,2.191780821917808,29.2,1.0616438356164384,0.7534246575342466,0.4794520547945206,0.4109589041095891,0.17123287671232876,0.4794520547945206,57.0,24.6,1.4726027397260275,0.9246575342465754,4.0,23.0,0.8219178082191781,55.0,0.4452054794520548,0.0,29.2,50.75342465753425,1.1643835616438356,8.938356164383562,22.773972602739725,19.315068493150687,1.8493150684931507,1482.0,15.0,1.4383561643835616,35.7,2.089041095890411,1.0273972602739727,35.821917808219176,4.657534246575342,29.2,85.0,2.91,1.7465753424657535,0.4794520547945206,0.0684931506849315,8.0,0.3082191780821918,0.03424657534246575,6.0,0.21,4.0,1.0,0.0,1.0,0.0,0.0,Attack
2118,2118,Steve Mounié,bj BEN,FW,Brest,26.0,35,25,2312,25.7,9,2,7,2,2,2,0,0.35,0.08,0.43,0.27,0.35,11.7,10.6,1.7,12.3,0.46,0.06,0.52,0.41,0.48,25.7,9,72,23,31.9,2.8,0.9,0.1,0.3,12.8,0.0,2,2,11.7,10.6,0.15,-2.7,-3.6,25.7,429.0,28.132295719844358,59.3,223.30739299610894,60.233463035019454,265.0,15.642023346303503,65.9,121.0,8.599221789883268,54.8,14.0,0.9727626459143969,56.0,2,1.7,1.2,0.3,0.7003891050583658,1.828793774319066,0.5447470817120623,0.038910505836575876,2.1011673151750974,25.7,0.6614785992217899,0.23346303501945526,0.11673151750972763,0.4669260700389105,0.07782101167315175,0.1556420233463035,27.0,14.8,0.8949416342412452,0.5058365758754864,1.0,12.0,0.23346303501945526,23.0,0.4669260700389105,0.0,25.7,39.33852140077821,0.622568093385214,3.2684824902723735,21.284046692607003,15.29182879377432,4.474708171206226,1009.0,8.0,0.9727626459143969,32.0,3.463035019455253,0.8560311284046693,30.739299610894943,4.124513618677043,25.7,51.0,1.99,1.4007782101167316,0.0,0.038910505836575876,7.0,0.23346303501945526,0.038910505836575876,9.0,0.35,6.0,0.0,0.0,2.0,1.0,0.0,Attack
2131,2131,Neymar,br BRA,FWMF,Paris S-G,29.0,22,22,1851,20.6,13,6,10,3,4,10,0,0.63,0.29,0.92,0.49,0.78,10.9,7.8,9.7,17.5,0.53,0.47,1.0,0.38,0.85,20.6,13,50,25,50.0,2.43,1.22,0.2,0.4,19.2,8.0,3,4,10.9,7.8,0.16,2.1,2.2,20.6,1032.0,63.7378640776699,78.6,693.3009708737864,215.3398058252427,638.0,35.679611650485434,86.8,252.0,15.436893203883495,79.2,63.0,5.339805825242718,57.3,6,9.7,5.6,-3.7,2.9611650485436893,5.7281553398058245,2.0388349514563107,0.14563106796116504,5.58252427184466,20.6,1.407766990291262,0.9223300970873786,0.24271844660194172,0.5825242718446602,0.5825242718446602,0.5825242718446602,36.0,33.3,1.1650485436893203,0.4368932038834951,1.0,8.0,0.1941747572815534,33.0,0.0970873786407767,1.0,20.6,78.15533980582524,0.3398058252427184,5.485436893203883,35.04854368932038,38.7378640776699,4.6116504854368925,1606.0,58.0,6.116504854368932,46.0,3.932038834951456,3.1553398058252426,66.94174757281553,9.563106796116504,20.6,126.0,6.13,4.0291262135922326,0.5339805825242718,0.48543689320388345,6.0,0.6796116504854368,0.0970873786407767,16.0,0.78,15.0,0.0,0.0,0.0,1.0,0.0,Attack
2133,2133,Opa Nguette,sn SEN,FWMF,Metz,27.0,26,10,1048,11.6,2,2,2,0,0,1,0,0.17,0.17,0.34,0.17,0.34,2.4,2.4,0.5,2.9,0.21,0.04,0.25,0.21,0.25,11.6,2,23,7,30.4,1.98,0.6,0.09,0.29,16.7,0.0,0,0,2.4,2.4,0.11,-0.4,-0.4,11.6,184.0,21.810344827586206,72.7,191.4655172413793,41.98275862068966,110.0,12.327586206896552,76.9,52.0,5.775862068965518,77.6,1.0,0.3448275862068966,25.0,2,0.5,0.3,1.5,0.9482758620689655,1.0344827586206897,0.3448275862068966,0.0,1.293103448275862,11.6,1.8103448275862069,1.206896551724138,0.7758620689655172,0.5172413793103449,0.5172413793103449,0.4310344827586207,14.0,35.7,0.7758620689655172,1.120689655172414,3.0,10.0,0.1724137931034483,23.0,0.7758620689655172,0.0,11.6,38.362068965517246,1.7241379310344829,6.120689655172414,16.724137931034484,16.120689655172413,3.103448275862069,445.0,25.0,4.137931034482759,52.1,4.827586206896552,3.3620689655172415,27.931034482758623,4.655172413793103,11.6,27.0,2.32,1.4655172413793105,0.0,0.4310344827586207,1.0,0.25862068965517243,0.08620689655172414,5.0,0.43,3.0,0.0,1.0,0.0,1.0,0.0,Attack
2135,2135,Ibrahima Niane,sn SEN,FW,Metz,22.0,26,20,1582,17.6,3,1,2,1,1,2,1,0.17,0.06,0.23,0.11,0.17,4.2,3.4,1.3,4.7,0.24,0.07,0.31,0.19,0.27,17.6,3,42,9,21.4,2.39,0.51,0.05,0.22,17.9,1.0,1,1,4.2,3.4,0.08,-1.2,-1.4,17.6,301.0,24.204545454545453,70.7,228.74999999999997,44.48863636363636,187.0,13.863636363636363,76.6,77.0,6.761363636363636,64.7,16.0,1.3636363636363635,66.7,1,1.3,1.0,-0.3,0.625,0.8522727272727272,0.22727272727272727,0.056818181818181816,0.9659090909090908,17.6,0.056818181818181816,0.056818181818181816,0.0,0.056818181818181816,0.0,0.0,5.0,0.0,0.28409090909090906,0.3409090909090909,1.0,5.0,0.17045454545454544,4.0,0.9090909090909091,0.0,17.6,34.26136363636363,1.0227272727272727,3.1818181818181817,16.761363636363637,14.772727272727272,3.352272727272727,602.0,9.0,1.1931818181818181,42.9,3.579545454545454,0.8522727272727272,25.624999999999996,4.886363636363636,17.6,29.0,1.65,1.0795454545454544,0.056818181818181816,0.056818181818181816,4.0,0.22727272727272727,0.0,6.0,0.34,4.0,0.0,0.0,1.0,1.0,0.0,Attack
2139,2139,Arnaud Nordin,fr FRA,FWMF,Saint-Étienne,23.0,36,20,1874,20.8,4,4,4,0,0,4,0,0.19,0.19,0.38,0.19,0.38,5.0,5.0,2.9,7.8,0.24,0.14,0.38,0.24,0.38,20.8,4,45,20,44.4,2.16,0.96,0.09,0.2,17.2,0.0,0,0,5.0,5.0,0.11,-1.0,-1.0,20.8,442.0,28.846153846153847,73.7,319.27884615384613,67.78846153846153,243.0,13.653846153846153,85.6,147.0,9.278846153846153,76.2,28.0,2.8365384615384612,47.5,4,2.9,2.4,1.1,1.1057692307692308,0.9615384615384615,0.625,0.24038461538461536,1.3942307692307692,20.8,1.0096153846153846,0.5288461538461539,0.3846153846153846,0.3846153846153846,0.24038461538461536,0.3846153846153846,22.0,36.4,0.673076923076923,0.9134615384615384,0.0,19.0,0.28846153846153844,27.0,0.3846153846153846,0.0,20.8,40.52884615384615,0.24038461538461536,4.663461538461538,16.634615384615383,19.85576923076923,3.798076923076923,843.0,27.0,2.8846153846153846,45.0,3.173076923076923,1.3942307692307692,28.173076923076923,4.951923076923077,20.8,51.0,2.45,1.2019230769230769,0.5769230769230769,0.3365384615384615,2.0,0.24038461538461536,0.0,11.0,0.53,4.0,3.0,3.0,0.0,1.0,0.0,Attack
2149,2149,Remi Oudin,fr FRA,MFFW,Bordeaux,24.0,33,20,1737,19.3,4,5,4,0,0,6,0,0.21,0.26,0.47,0.21,0.47,3.3,3.3,4.1,7.4,0.17,0.21,0.39,0.17,0.39,19.3,4,57,16,28.1,2.95,0.83,0.07,0.25,21.6,2.0,0,0,3.3,3.3,0.06,0.7,0.7,19.3,446.0,35.95854922279793,64.3,422.8497409326425,124.50777202072538,208.0,13.264248704663212,81.3,169.0,12.642487046632123,69.3,58.0,6.839378238341968,43.9,5,4.1,2.8,0.9,1.088082901554404,2.0207253886010363,0.9844559585492227,0.20725388601036268,2.227979274611399,19.3,1.761658031088083,0.9326424870466321,0.9844559585492227,0.6735751295336787,0.10362694300518134,0.9326424870466321,32.0,56.3,0.7253886010362695,0.7253886010362695,3.0,11.0,1.398963730569948,61.0,1.088082901554404,0.0,19.3,46.16580310880829,1.709844559585492,10.103626943005182,20.10362694300518,16.476683937823832,2.2797927461139897,891.0,19.0,1.5544041450777202,63.3,1.6062176165803108,0.7253886010362695,27.461139896373055,3.8341968911917097,19.3,50.0,2.59,1.709844559585492,0.25906735751295334,0.31088082901554404,5.0,0.0,0.05181347150259067,9.0,0.47,8.0,0.0,1.0,0.0,0.0,0.0,Attack
2157,2157,Lucas Paquetá,br BRA,MFFW,Lyon,23.0,35,32,2699,30.0,9,6,8,1,1,3,0,0.3,0.2,0.5,0.27,0.47,11.1,10.3,6.1,16.4,0.37,0.2,0.57,0.34,0.55,30.0,9,86,33,38.4,2.87,1.1,0.09,0.24,19.4,3.0,1,1,11.1,10.3,0.12,-2.1,-2.3,30.0,1241.0,52.86666666666667,78.2,591.8666666666667,170.6,705.0,27.3,86.1,360.0,15.166666666666666,79.1,81.0,4.666666666666667,57.9,6,6.1,4.9,-0.1,1.3666666666666667,4.4,1.1666666666666667,0.1,4.333333333333333,30.0,2.2666666666666666,1.2666666666666666,0.8,0.8666666666666667,0.6,0.5666666666666667,51.0,33.3,1.1333333333333333,1.4333333333333333,5.0,38.0,0.3,77.0,0.7333333333333333,0.0,30.0,67.53333333333333,1.1666666666666667,7.233333333333333,36.06666666666667,25.233333333333334,3.5,2025.0,81.0,3.933333333333333,68.6,3.7,2.6,50.6,7.033333333333333,30.0,120.0,4.0,2.6666666666666665,0.03333333333333333,0.4666666666666667,15.0,0.26666666666666666,0.06666666666666667,14.0,0.47,10.0,0.0,0.0,3.0,1.0,0.0,Attack
2161,2161,Dimitri Payet,fr FRA,FWMF,Marseille,34.0,31,28,2592,28.8,12,10,5,7,7,3,0,0.42,0.35,0.76,0.17,0.52,9.9,5.6,11.6,17.2,0.34,0.4,0.75,0.19,0.6,28.8,12,61,18,29.5,2.12,0.62,0.08,0.28,24.4,24.0,7,7,9.9,5.6,0.09,2.1,-0.6,28.8,1241.0,58.15972222222222,74.1,748.0208333333334,211.84027777777777,637.0,25.45138888888889,86.9,376.0,17.430555555555554,74.9,168.0,11.07638888888889,52.7,10,11.6,10.2,-1.6,3.4375,4.166666666666667,2.2916666666666665,0.3819444444444444,4.305555555555555,28.8,0.5555555555555556,0.2777777777777778,0.1388888888888889,0.3472222222222222,0.06944444444444445,0.24305555555555555,31.0,22.6,0.8333333333333333,0.3125,0.0,9.0,0.3125,25.0,0.10416666666666666,0.0,28.8,63.888888888888886,0.034722222222222224,3.020833333333333,25.625,35.69444444444444,2.673611111111111,1833.0,29.0,1.875,53.7,1.4930555555555556,1.1805555555555556,50.3125,5.034722222222222,28.8,191.0,6.63,4.027777777777778,1.597222222222222,0.3472222222222222,5.0,0.4861111111111111,0.0,20.0,0.69,12.0,5.0,1.0,0.0,2.0,0.0,Attack
2162,2162,Timothee Pembele,fr FRA,DF,Bordeaux,18.0,26,17,1414,15.7,1,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,1.2,1.2,2.5,3.7,0.08,0.16,0.24,0.08,0.24,15.7,1,18,4,22.2,1.15,0.25,0.06,0.25,15.9,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,15.7,434.0,38.789808917197455,71.3,383.24840764331213,125.09554140127389,267.0,20.82802547770701,81.7,142.0,12.86624203821656,70.3,12.0,1.6560509554140128,46.2,1,2.5,1.5,-1.5,0.89171974522293,1.7197452229299364,0.6369426751592357,0.1910828025477707,1.78343949044586,15.7,1.2738853503184715,0.5095541401273885,0.5095541401273885,0.6369426751592357,0.12738853503184713,0.6369426751592357,29.0,34.5,1.2101910828025477,0.7643312101910829,3.0,9.0,1.019108280254777,36.0,1.5286624203821657,0.0,15.7,54.140127388535035,1.8471337579617835,12.929936305732484,23.88535031847134,18.662420382165607,3.248407643312102,850.0,41.0,5.159235668789809,50.6,4.140127388535032,1.2738853503184715,28.85350318471338,3.949044585987261,15.7,35.0,2.23,1.2738853503184715,0.1910828025477707,0.445859872611465,4.0,0.06369426751592357,0.0,5.0,0.32,3.0,1.0,0.0,0.0,1.0,0.0,Attack
2177,2177,Nicolas de Préville,fr FRA,FWMF,Metz,30.0,27,24,1969,21.9,5,2,5,0,0,5,0,0.23,0.09,0.32,0.23,0.32,3.6,3.6,2.9,6.5,0.16,0.13,0.3,0.16,0.3,21.9,5,41,10,24.4,1.87,0.46,0.12,0.5,20.9,4.0,0,0,3.6,3.6,0.09,1.4,1.4,21.9,398.0,27.397260273972606,66.3,301.64383561643837,75.6164383561644,203.0,12.420091324200914,74.6,130.0,8.401826484018265,70.7,45.0,3.926940639269407,52.3,2,2.9,2.6,-0.9,1.2328767123287672,1.6894977168949772,0.5022831050228311,0.27397260273972607,1.1415525114155252,21.9,0.7762557077625571,0.36529680365296807,0.31963470319634707,0.36529680365296807,0.09132420091324202,0.13698630136986303,19.0,15.8,0.7305936073059361,0.5479452054794521,4.0,8.0,0.22831050228310504,22.0,0.5022831050228311,0.0,21.9,38.858447488584474,0.6392694063926941,4.200913242009133,20.182648401826484,15.662100456621005,2.1917808219178085,851.0,45.0,3.6529680365296806,56.3,3.5616438356164384,2.328767123287671,27.305936073059364,4.703196347031964,21.9,66.0,3.02,1.4155251141552512,0.5936073059360731,0.36529680365296807,3.0,0.4566210045662101,0.04566210045662101,5.0,0.23,3.0,0.0,1.0,0.0,1.0,0.0,Attack
2183,2183,Elba Rashani,xk KVX,FWMF,Clermont Foot,28.0,29,22,1759,19.5,8,3,8,0,0,3,0,0.41,0.15,0.56,0.41,0.56,5.1,5.1,2.6,7.7,0.26,0.13,0.39,0.26,0.39,19.5,8,30,12,40.0,1.53,0.61,0.27,0.67,13.7,0.0,0,0,5.1,5.1,0.17,2.9,2.9,19.5,428.0,29.897435897435898,73.4,289.2307692307692,64.92307692307692,255.0,16.256410256410255,80.4,136.0,9.076923076923077,76.8,12.0,1.2820512820512822,48.0,3,2.6,2.5,0.4,0.7692307692307693,1.2820512820512822,0.5128205128205128,0.2564102564102564,1.435897435897436,19.5,2.051282051282051,1.0769230769230769,0.7692307692307693,1.0769230769230769,0.20512820512820512,0.8717948717948718,55.0,30.9,1.9487179487179487,1.7435897435897436,3.0,31.0,0.5641025641025641,51.0,1.0256410256410255,0.0,19.5,42.1025641025641,1.641025641025641,7.794871794871795,18.615384615384617,16.358974358974358,3.1794871794871793,821.0,19.0,1.794871794871795,54.3,2.717948717948718,1.5384615384615385,27.692307692307693,4.410256410256411,19.5,34.0,1.74,1.3846153846153846,0.0,0.15384615384615385,2.0,0.10256410256410256,0.0,5.0,0.26,4.0,0.0,1.0,0.0,0.0,0.0,Attack
2187,2187,Renaud Ripart,fr FRA,MFFW,Troyes,28.0,28,22,1893,21.0,2,2,2,0,0,2,0,0.1,0.1,0.19,0.1,0.19,4.1,4.1,2.2,6.3,0.19,0.11,0.3,0.19,0.3,21.0,2,41,13,31.7,1.95,0.62,0.05,0.15,16.1,0.0,0,0,4.1,4.1,0.1,-2.1,-2.1,21.0,465.0,32.142857142857146,68.9,338.85714285714283,80.0,255.0,15.714285714285714,77.3,143.0,9.380952380952381,72.6,36.0,3.1904761904761907,53.7,2,2.2,1.3,-0.2,0.8095238095238095,1.8571428571428572,0.6190476190476191,0.3333333333333333,1.9523809523809523,21.0,1.8095238095238095,1.0,0.8571428571428571,0.7142857142857143,0.23809523809523808,0.8571428571428571,50.0,36.0,1.5238095238095237,1.0,1.0,20.0,0.9047619047619048,57.0,1.0,1.0,21.0,44.76190476190476,1.5238095238095237,7.476190476190476,21.523809523809526,16.38095238095238,2.857142857142857,940.0,23.0,2.2857142857142856,47.9,2.5238095238095237,1.6666666666666667,32.38095238095238,5.571428571428571,21.0,51.0,2.43,1.619047619047619,0.0,0.19047619047619047,9.0,0.14285714285714285,0.047619047619047616,3.0,0.14,2.0,0.0,0.0,0.0,1.0,0.0,Attack
2205,2205,Mama Samba Baldé,gw GNB,MFFW,Troyes,25.0,30,20,1717,19.1,3,2,3,0,1,1,1,0.16,0.1,0.26,0.16,0.26,6.8,6.0,1.5,7.5,0.36,0.08,0.43,0.32,0.39,19.1,3,47,17,36.2,2.46,0.89,0.06,0.18,16.4,0.0,0,1,6.8,6.0,0.13,-3.8,-3.0,19.1,289.0,22.251308900523558,68.0,216.8586387434555,56.282722513089,171.0,12.094240837696335,74.0,90.0,6.12565445026178,76.9,16.0,1.413612565445026,59.3,2,1.5,0.9,0.5,0.8900523560209423,1.5183246073298429,0.6806282722513088,0.05235602094240837,1.9895287958115182,19.1,2.094240837696335,1.4659685863874345,0.8376963350785339,0.7329842931937173,0.5235602094240838,0.41884816753926696,26.0,30.8,0.9424083769633507,1.6753926701570678,1.0,31.0,0.2617801047120419,45.0,0.47120418848167533,0.0,19.1,37.95811518324607,0.8376963350785339,4.50261780104712,17.539267015706805,16.963350785340314,3.8219895287958114,724.0,34.0,4.0837696335078535,43.6,4.659685863874345,2.0418848167539267,26.858638743455494,6.335078534031413,19.1,49.0,2.57,1.6230366492146595,0.0,0.5235602094240838,4.0,0.20942408376963348,0.0,5.0,0.26,2.0,0.0,0.0,2.0,1.0,0.0,Attack
2212,2212,Téji Savanier,fr FRA,MF,Montpellier,29.0,29,28,2414,26.8,8,7,5,3,4,9,2,0.3,0.26,0.56,0.19,0.45,7.5,4.4,7.2,11.6,0.28,0.27,0.55,0.16,0.43,26.8,8,77,34,44.2,2.87,1.27,0.06,0.15,25.1,22.0,3,4,7.5,4.4,0.06,0.5,0.6,26.8,1070.0,60.33582089552239,66.2,801.1940298507462,277.7985074626866,471.0,20.932835820895523,84.0,323.0,17.611940298507463,68.4,231.0,17.089552238805968,50.4,7,7.2,5.9,-0.2,2.2388059701492535,5.2611940298507465,1.417910447761194,0.5223880597014925,5.485074626865671,26.8,1.716417910447761,1.007462686567164,0.6716417910447761,0.708955223880597,0.33582089552238803,0.7835820895522387,59.0,35.6,1.417910447761194,0.8582089552238805,1.0,22.0,0.9328358208955224,71.0,0.44776119402985076,1.0,26.8,73.80597014925372,1.044776119402985,10.708955223880597,39.32835820895522,25.186567164179102,2.014925373134328,1974.0,76.0,4.3283582089552235,65.5,3.134328358208955,1.3432835820895521,49.701492537313435,3.3582089552238803,26.8,127.0,4.73,2.873134328358209,1.0820895522388059,0.29850746268656714,5.0,0.14925373134328357,0.14925373134328357,16.0,0.6,11.0,4.0,0.0,1.0,0.0,0.0,Attack
2223,2223,Moses Simon,ng NGA,FWMF,Nantes,26.0,30,29,2332,25.9,6,8,6,0,0,3,0,0.23,0.31,0.54,0.23,0.54,5.1,5.1,9.0,14.2,0.2,0.35,0.55,0.2,0.55,25.9,6,42,16,38.1,1.62,0.62,0.14,0.38,15.9,2.0,0,0,5.1,5.1,0.12,0.9,0.9,25.9,521.0,32.04633204633205,62.8,324.2857142857143,93.62934362934364,287.0,13.436293436293438,82.5,162.0,9.845559845559846,63.5,49.0,5.675675675675676,33.3,8,9.0,7.6,-1.0,2.5482625482625485,0.8108108108108109,1.3513513513513513,0.6563706563706564,1.505791505791506,25.9,0.6563706563706564,0.42471042471042475,0.23166023166023167,0.19305019305019305,0.23166023166023167,0.42471042471042475,23.0,47.8,0.46332046332046334,0.5405405405405406,3.0,11.0,0.46332046332046334,29.0,0.19305019305019305,0.0,25.9,42.58687258687259,0.3474903474903475,3.590733590733591,12.741312741312742,26.872586872586876,4.633204633204634,1103.0,41.0,3.590733590733591,44.1,2.9343629343629347,2.0077220077220077,28.996138996139,4.864864864864865,25.9,101.0,3.9,2.1235521235521237,1.0038610038610039,0.3088803088803089,5.0,0.19305019305019305,0.07722007722007722,12.0,0.46,6.0,3.0,1.0,1.0,1.0,0.0,Attack
